PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
39955;1233;5374;0;1;23564;56.017656302896626;4.928171100597165E-4;19.373687224483454;0.005664919646792368;7;52.19;1.15;20.74;29.24;0.01461549268872431;0.0;0.0;106.19;5.56;132.22;43.47;23.03;173.94;0.00;98.67;0.00;;;-19920;-14687;29868;37564.0;85947;-12.120;0.834266854;138692.0;0.9229651843868608;0.10127669543423981;6.527170096517802E-4;0.0033652996074266424;117.9910572468262;5.56;132.22;43.47;0.0031595983377258607;6.387373169974874E-4;0.003116248877741356;33.51866763649039;2.089791774818176;20.405441905393328;0.0;0.0;23.144178540339063;1.337010873565457;18.985169212928838;29047;70787;
39958;8663;5730;1;1;14187;60.234275698005526;2.6681211576681216E-4;19.37233540391862;0.007242745205922706;9;52.19;7.64;22.33;29.24;0.018686282631280582;0.0;0.01;63.93;39.04;140.99;43.99;20.72;176.54;0.00;98.06;0.00;;;-20568;-15367;30187;37842.0;86959;-12.514;0.751686896;139621.0;0.9174883720930233;0.08713415116511664;0.0026728601979671;0.005603517306629907;71.03755718367717;39.04;140.99;43.99;0.0017106125178157627;0.0026230496512579657;0.00423557063020809;20.104093062794394;20.180375876931326;19.942948137998336;0.0;0.00255912757283842;13.90359314477582;11.009358881383356;19.074683231519835;28182;70788;
39959;222;5319;0;1;24874;55.533773700864685;5.107764871631897E-4;19.37826997181221;0.0010642129409364346;2;52.19;0.19;20.57;29.25;0.002745669387616001;0.0;0.0;112.09;1.0;130.87;43.19;23.36;173.50;0.00;98.57;0.00;;;-19818;-14590;29825;37530.0;85810;-12.058;0.846206848;138575.0;0.9231418522860493;0.10351084837531485;1.5416098598906988E-4;0.002603690227046075;124.54802297095527;1.0;130.87;43.19;0.003274741292149358;1.5183221632362657E-4;0.0019125254425669282;35.176579906131614;0.5585670388341899;19.796562398239992;0.0;0.0;24.348587838263175;0.2920258397183008;18.54981987887107;29161;70790;
39955;443;5326;0;0;24613;54.12214396859271;4.408947409229552E-4;19.374008320310708;0.00539574618867651;7;52.19;0.42;20.75;29.24;0.013921025166785395;0.0;0.0;110.92;2.0;131.05;42.33;23.30;173.46;0.00;98.79;0.00;;;-19822;-14583;29834;37567.0;85775;-12.061;0.8440359399999999;138593.0;0.921937962702652;0.10319595748150333;0.0011803831154829159;0.0015261112716648917;123.24342426611172;2.0;131.05;42.33;0.002826708452479343;0.001162530907646531;0.00113173736172665;34.82960768985626;0.7090555325401378;18.581186477926938;0.0;0.0;24.102506679878154;0.4656509477527309;17.76023431827786;29134;70787;
39960;959;5334;1;0;24056;54.973654105295324;3.359014578565681E-4;19.371985436833015;0.0075236229494368865;9;52.19;0.88;20.82;29.24;0.01941094720954717;0.0;0.0;108.41;4.32;131.24;42.55;23.11;173.67;0.00;98.80;0.00;;;-19874;-14634;29858;37578.0;85860;-12.092;0.8371613980000001;138662.0;0.9217293550049181;0.10206401862078886;0.0036504364282418105;5.314899986020847E-4;120.45213779628504;4.32;131.24;42.55;0.002153565016755815;0.003198288868564124;4.0217442451273783E-4;34.825615200886425;1.8450021666163157;18.29943627449951;0.0;0.0;23.867696249132795;1.1101886014982312;17.574279694574926;29065;70789;
39993;16;5403;1;45;24576;48.904524822692345;5.639783373688489E-4;19.37858136417978;6.996187231590551E-4;1;52.24;0.02;21.00;29.25;0.0018050163057503623;0.0;0.2;110.75;0.07;132.94;40.25;23.58;173.16;0.01;98.83;0.14;;;-19744;-14489;29801;37608.0;85560;-11.985;0.882166844;138480.0;0.9207225758143017;0.10491565017262233;0.003665828229876504;0.2039366330042789;123.0566930574202;0.07;132.94;40.25;0.003615834314372901;0.0035425611180915618;0.17181580201076121;29.47685455429712;0.012297644951256043;19.240014260315114;0.0;0.0677675762070464;21.888518900926393;0.010873582813046154;18.28093916140074;29234;70808;
39954;1408;5361;0;0;23456;54.994362028427005;3.0914317253392265E-4;19.371968678460295;0.007567139607478776;9;52.19;1.24;20.91;29.24;0.019523220187295243;0.0;0.0;105.7;6.35;131.92;42.51;22.98;173.80;0.00;98.83;0.00;;;-19909;-14668;29877;37595.0;85914;-12.114;0.8324577639999999;138718.0;0.9213409495271092;0.10119856891837797;0.0011949918361398957;0.001379234973660051;117.44891577296465;6.35;131.92;42.51;0.0019820096220667383;0.0011784716408828819;0.0013120892891167854;33.19203182101255;3.2832538469369372;18.516585799547517;0.0;0.0;22.968834490391426;1.7909262573753166;17.749236435193367;29016;70786;
39963;4216;5649;0;1;19079;51.27302048396632;7.337496142978147E-4;19.377966200035157;0.0011450115908540146;2;52.20;4.04;22.18;29.25;0.0029541299044033575;0.0;0.0;85.98;19.0;138.99;40.67;22.26;174.64;0.01;97.31;0.00;;;-20113;-14952;29976;37815.0;86151;-12.238;0.807406868;138990.0;0.9164106860281112;0.09609557660690474;6.929526669469828E-4;0.0023211084818885977;95.53327165148286;19.0;138.99;40.67;0.00470428890214758;6.82504298992004E-4;0.0016601503682753369;26.770713198006966;6.128068274993238;18.371896356298848;0.0;0.0;18.59210268087558;4.192694446992253;17.882092025940718;28767;70750;
40000;2170;5337;0;0;22828;59.228273538332985;3.3468971313822116E-4;19.37446250873161;0.005047762795561484;6;52.25;1.90;20.80;29.24;0.013023228012548628;0.0;0.0;102.88;9.78;131.32;44.12;22.64;174.29;0.00;98.68;0.00;;;-20019;-14786;29920;37576.0;86149;-12.181;0.8201559520000001;138859.0;0.9225183866585468;0.09926959179630403;1.9412403914551216E-4;5.433074874306992E-4;114.30665472381654;9.78;131.32;44.12;0.0021457961578430773;1.9285296276274954E-4;4.348978105076961E-4;35.48524234970401;5.212211670432475;18.530191767423233;0.0;0.0;23.585626630341007;2.797050162122823;17.73559781103904;28896;70810;
39995;124;5402;0;2;24517;51.11529962602887;5.103576241698042E-4;19.37757073403484;0.001763869581297168;2;52.24;0.11;20.81;29.25;0.004550783519746693;0.0;0.01;110.49;0.56;132.92;41.52;23.52;173.37;0.00;98.83;0.01;;;-19781;-14539;29808;37576.0;85661;-12.034;0.8529959360000001;138506.0;0.9222446016206849;0.10413101154941756;0.0014234758164760315;0.007916029903774532;122.76275231974736;0.56;132.92;41.52;0.0032720558358398655;0.001321919257813466;0.006246163006731139;29.997516531475938;0.2887846574415883;20.821430354846797;0.0;0.0030599565280292696;22.08695501691435;0.15774660282968;19.27041164608422;29218;70809;
39958;5537;5548;0;1;18309;60.85192321968991;9.233252643617445E-4;19.37720249299655;0.0017191429793982868;2;52.19;5.05;21.44;29.25;0.00443538888684758;0.0;0.01;82.51;24.95;136.5;45.11;21.59;175.71;0.01;98.37;0.00;;;-20344;-15126;30058;37685.0;86616;-12.377;0.784165062;139233.0;0.9214459181767234;0.09237915999047414;0.0013159427179186027;0.00622499203243793;91.67721987173046;24.95;136.5;45.11;0.0059197152674024525;0.0012961837737180436;0.004993200055652166;29.29673787963065;10.738432197435133;20.810463758794757;0.0;0.002774689356063998;19.226876962876283;6.436971307459852;19.446455960063776;28528;70790;
39955;1233;5374;0;1;23564;56.0176459951486;4.928171100597165E-4;19.373687224483454;0.005664919646792368;7;52.19;1.15;20.74;29.24;0.01461549268872431;0.0;0.0;106.19;5.56;132.22;43.47;23.03;173.94;0.00;98.67;0.00;;;-19920;-14687;29868;37564.0;85947;-12.120;0.834266854;138692.0;0.9229651843868608;0.10127669543423981;6.527170096517802E-4;0.0033652996074266424;117.9910572468262;5.56;132.22;43.47;0.0031595983377258607;6.284295689617173E-4;0.003116248877741356;33.51866763649039;2.089791774818176;20.405441905393328;0.0;0.0;23.144178540339063;1.337010873565457;18.985169212928838;29047;70787;
40000;2207;5337;0;1;22790;60.17626093895301;3.281014182716268E-4;19.37175647405567;0.007760385766366377;9;52.25;1.94;20.69;29.24;0.020021795277225255;0.0;0.0;102.7;9.95;131.32;44.74;22.61;174.41;0.00;98.71;0.00;;;-20038;-14802;29922;37557.0;86191;-12.192;0.8190704979999999;138868.0;0.9234158230221221;0.09901713396661259;0.0016046315891498533;0.0031730962088201255;114.11531946444782;9.95;131.32;44.74;0.0021035566229648806;0.0015902448903109404;0.002539916292898599;35.424158614883446;5.301893428776423;19.44607873410993;0.0;0.0;23.54473629639376;2.8454471233589635;18.347672216994425;28891;70809;
39958;769;5333;1;1;24246;54.842239754894315;6.556274258487091E-4;19.37449379605363;0.004695537760828412;6;52.19;0.71;20.85;29.24;0.012114487422937303;0.0;0.0;109.26;3.47;131.23;42.43;23.18;173.55;0.01;98.49;0.00;;;-19848;-14624;29849;37581.0;85837;-12.075;0.840694124;138643.0;0.9213656800299738;0.10255105302141714;0.0035162205144330634;0.004802325005987242;121.40492014867267;3.47;131.23;42.43;0.004203424115343829;0.0034251600815344493;0.0034278974770535642;35.37192308445521;1.4201166919419483;18.043346920938568;0.0;0.0;24.16205411313873;0.8726457621248265;17.39583247724437;29092;70789;
39999;2290;5337;0;1;22708;60.318812952893325;3.134029371378528E-4;19.3727476900952;0.006783868207970503;8;52.25;2.00;20.69;29.24;0.017502379976563898;0.0;0.0;102.33;10.32;131.31;44.78;22.58;174.45;0.00;98.77;0.00;;;-20047;-14808;29926;37555.0;86204;-12.197;0.8179850439999998;138877.0;0.9234626921634794;0.09884472773321569;0.0016202199411267668;0.0031582872744420577;113.70154197987893;10.32;131.31;44.78;0.0020093202508719155;0.0016069418202659222;0.0025280936714209535;35.29519011528798;5.573766531769845;19.445721270343814;0.0;0.0;23.459407065096478;2.9692390736259604;18.3469964923463;28879;70809;
39955;763;5355;0;1;24135;53.980033570937785;7.573244359210897E-4;19.373687224483454;0.005400412320930994;7;52.19;0.71;20.89;29.24;0.013933063788001965;0.0;0.0;108.77;3.44;131.76;42.20;23.21;173.54;0.01;98.53;0.00;;;-19843;-14617;29846;37588.0;85811;-12.073;0.8417795780000001;138628.0;0.9212867578198164;0.10261706564423051;6.527170096517802E-4;0.0032998503711440894;120.8514155370343;3.44;131.76;42.20;0.0048554341560208825;6.381789129620788E-4;0.0031523305082012806;34.20329831360773;1.2851111042290415;18.48783364367985;0.0;0.0;23.654806532017155;0.8244811015636652;17.723392509355254;29104;70787;
39987;2134;5334;0;0;22881;57.67634948565349;2.1217274693849654E-4;19.371626659618574;0.008006128874795527;10;52.23;1.87;21.00;29.24;0.02065581249697246;0.0;0.0;103.11;9.62;131.24;42.98;22.67;174.07;0.00;98.70;0.00;;;-19986;-14752;29917;37611.0;86079;-12.161;0.8202414060000002;138855.0;0.920765666682267;0.09960624132339074;1.3770826316618557E-4;2.3492027101621441E-4;114.57028077602742;9.62;131.24;42.98;0.001360303132446783;1.3275983083426007E-4;1.7907480257177243E-4;35.565379613937;5.146609183575354;16.96404885350773;0.0;0.0;23.638657005443513;2.756041717795711;16.59012811886609;28899;70736;
39987;2134;5334;0;0;22881;57.67634948565349;2.1217274693849654E-4;19.371626659618574;0.008006128874795527;10;52.23;1.87;21.00;29.24;0.02065581249697246;0.0;0.0;103.11;9.62;131.24;42.98;22.67;174.07;0.00;98.70;0.00;;;-19986;-14752;29917;37611.0;86079;-12.161;0.8202414060000002;138855.0;0.920765666682267;0.09960624132339074;1.3770826316618557E-4;2.3492027101621441E-4;114.57028077602742;9.62;131.24;42.98;0.001360303132446783;1.3275983083426007E-4;1.7907480257177243E-4;35.565379613937;5.146609183575354;16.96404885350773;0.0;0.0;23.638657005443513;2.756041717795711;16.59012811886609;28899;70736;
39987;2134;5334;0;0;22881;57.67634948565349;2.1217274693849654E-4;19.371626659618574;0.008006128874795527;10;52.23;1.87;21.00;29.24;0.02065581249697246;0.0;0.0;103.11;9.62;131.24;42.98;22.67;174.07;0.00;98.70;0.00;;;-19986;-14752;29917;37611.0;86079;-12.161;0.8202414060000002;138855.0;0.920765666682267;0.09960624132339074;1.3770826316618557E-4;2.3492027101621441E-4;114.57028077602742;9.62;131.24;42.98;0.001360303132446783;1.3275983083426007E-4;1.7907480257177243E-4;35.565379613937;5.146609183575354;16.96404885350773;0.0;0.0;23.638657005443513;2.756041717795711;16.59012811886609;28899;70736;
39986;15778;6502;1;0;2856;67.7373101742788;6.936970985149326E-4;19.374668449439746;0.004482814702046018;6;52.23;13.94;24.83;29.24;0.011565661931278726;0.0;0.0;12.87;71.1;159.99;47.17;19.13;178.78;0.01;88.69;0.00;;;-21075;-16370;30448;38284.0;88283;-12.822;0.6941578339999999;140645.0;0.9099310344827586;0.07657208958669973;0.0027524095677291284;8.166170015927006E-4;14.30075934266199;71.1;159.99;47.17;0.004447500207708788;0.002640992021571993;6.864666311514607E-4;3.9754639662937175;36.456637296924924;27.30188145240743;0.0;0.0;2.7702437989508484;19.97511742079333;24.425907501748924;27576;70803;
39960;959;5334;1;0;24056;54.97370663920648;3.359014578565681E-4;19.371985436833015;0.0075236229494368865;9;52.19;0.88;20.82;29.24;0.01941094720954717;0.0;0.0;108.41;4.32;131.24;42.55;23.11;173.67;0.00;98.80;0.00;;;-19874;-14634;29858;37578.0;85860;-12.092;0.8371613980000001;138662.0;0.9217293550049181;0.10206401862078886;0.0036504364282418105;5.314899986020847E-4;120.45213779628504;4.32;131.24;42.55;0.002153565016755815;0.003198288868564124;4.547083356668333E-4;34.825615200886425;1.8450021666163157;18.29943627449951;0.0;0.0;23.867696249132795;1.1101886014982312;17.574279694574926;29065;70789;
39986;16330;6494;0;0;2352;66.2955610260268;6.122736605702669E-4;19.378681651085614;5.510364941257791E-4;1;52.23;14.40;25.09;29.25;0.00142167415484451;0.0;0.0;10.6;73.59;159.78;46.03;18.95;178.81;0.00;89.06;0.00;;;-21102;-16379;30474;38328.0;88269;-12.839;0.68664511;140692.0;0.9081140652982503;0.07579149785534404;4.204599274676624E-4;0.00224641787282301;11.776679740014567;73.59;159.78;46.03;0.003925470120014152;4.102239112219574E-4;0.0017683570804740718;3.771288763810085;38.121675241283235;24.400418439941784;0.0;0.0;2.4728374251290277;20.773299566595117;22.787477474711014;27492;70804;
39960;959;5334;0;0;24056;54.97342694865651;3.359014578565681E-4;19.371985436833015;0.0075236229494368865;9;52.19;0.88;20.82;29.24;0.01941094720954717;0.0;0.0;108.41;4.32;131.24;42.55;23.11;173.67;0.00;98.80;0.00;;;-19874;-14634;29858;37578.0;85860;-12.092;0.8371613980000001;138662.0;0.9217293550049181;0.10206401862078886;0.0020591576758481563;0.002043204813376056;120.45213779628504;4.32;131.24;42.55;0.002153565016755815;0.0018041078656601875;0.0015691987886039815;34.825615200886425;1.8450021666163157;18.29943627449951;0.0;0.0;23.867696249132795;1.1101886014982312;17.574279694574926;29065;70789;
39999;2290;5337;0;1;22708;60.318812952893325;3.134029371378528E-4;19.3727476900952;0.006783868207970503;8;52.25;2.00;20.69;29.24;0.017502379976563898;0.0;0.0;102.33;10.32;131.31;44.78;22.58;174.45;0.00;98.77;0.00;;;-20047;-14808;29926;37555.0;86204;-12.197;0.8179850439999998;138877.0;0.9234626921634794;0.09884472773321569;0.0016202199411267668;0.0031582872744420577;113.70154197987893;10.32;131.31;44.78;0.0020093202508719155;0.0016069418202659222;0.0025280936714209535;35.29519011528798;5.573766531769845;19.445721270343814;0.0;0.0;23.459407065096478;2.9692390736259604;18.3469964923463;28879;70809;
39983;671;5336;0;1;24329;55.908359726587335;3.070873338240593E-4;19.37277022561621;0.006767648290270419;8;52.22;0.59;20.61;29.24;0.01746053258889768;0.0;0.0;109.64;3.02;131.3;43.36;23.21;173.72;0.00;98.74;0.00;;;-19868;-14631;29845;37541.0;85876;-12.089;0.840779578;138631.0;0.923340210052513;0.10251170613734067;6.521273594147989E-4;0.0033197242680667247;121.82249793484098;3.02;131.3;43.36;0.0019688290233461914;6.160100486749553E-4;0.0031698084821293318;34.194283996884884;1.5776586235551529;20.132631287616498;0.0;0.0;23.731011198748476;0.8558407138525127;18.774590550527037;29107;70801;
39959;340;5312;0;1;24794;55.60645322059574;7.62340629408805E-4;19.37795809025631;0.0011245303545863246;2;52.19;0.30;20.56;29.25;0.0029012883148327173;0.0;0.0;111.73;1.53;130.7;43.19;23.31;173.56;0.00;98.82;0.00;;;-19833;-14592;29831;37530.0;85820;-12.067;0.845397758;138589.0;0.92323203901707;0.10321959851193536;1.5416098598906988E-4;0.002826916174145837;124.14916646242919;1.53;130.7;43.19;0.004887594477328672;1.5225392593441988E-4;0.002076494757670034;35.07895451287384;0.8550771151368199;19.67019284390147;0.0;0.0;24.276519904319336;0.44690671981964586;18.462327662258463;29140;70790;
39955;763;5355;0;1;24135;53.980033570937785;7.573244359210897E-4;19.373687224483454;0.005400412320930994;7;52.19;0.71;20.89;29.24;0.013933063788001965;0.0;0.0;108.77;3.44;131.76;42.20;23.21;173.54;0.01;98.53;0.00;;;-19843;-14617;29846;37588.0;85811;-12.073;0.8417795780000001;138628.0;0.9212867578198164;0.10261706564423051;6.527170096517802E-4;0.0032998503711440894;120.8514155370343;3.44;131.76;42.20;0.0048554341560208825;6.381789129620788E-4;0.0031523305082012806;34.20329831360773;1.2851111042290415;18.48783364367985;0.0;0.0;23.654806532017155;0.8244811015636652;17.723392509355254;29104;70787;
39963;2374;5483;0;1;21825;52.58762570839937;5.566426506682169E-4;19.379147787528897;1.4053106074178817E-4;1;52.20;2.34;21.37;29.25;3.625701367138135E-4;0.0;0.0;98.35;10.7;134.92;41.65;22.73;174.22;0.00;98.63;0.00;;;-19997;-14765;29907;37673.0;85960;-12.167;0.823412314;138775.0;0.9201121233356692;0.09922162820602552;6.599830361029373E-4;0.002352429631190441;109.28015323858384;10.7;134.92;41.65;0.0035688030262291393;6.500508323335395E-4;0.001652139099431818;30.62420396103743;2.8812871968379468;19.07983236059223;0.0;0.0;21.267749376708608;2.128919208728774;18.25036810352027;28942;70793;
39955;1673;5407;0;1;22939;54.02200965396226;4.443086241064217E-4;19.373940609923896;0.005460042692305961;7;52.19;1.58;21.07;29.24;0.014086910146149378;0.0;0.01;103.37;7.54;133.05;42.26;22.92;173.93;0.00;98.66;0.00;;;-19933;-14701;29883;37622.0;85920;-12.128;0.8312868560000001;138724.0;0.9209787592401985;0.10063763639759156;0.0011803831154829159;0.0060426116654760074;114.8594582576198;7.54;133.05;42.26;0.002848595881733501;0.0011625338503778667;0.004481094865883506;32.476260977018455;2.6755612673900186;18.86454378083752;0.0;0.0026327606803946513;22.468871581927207;1.7563963471281747;18.031130866113138;29002;70787;
39999;8774;5677;0;2;14364;62.51280002549669;2.6681211576681216E-4;19.372338353163908;0.007239795960634583;9;52.25;7.74;22.12;29.24;0.018678673578437225;0.0;0.01;64.73;39.54;139.69;44.89;20.60;176.78;0.00;98.47;0.00;;;-20615;-15393;30200;37807.0;87040;-12.543;0.7473450800000001;139654.0;0.9189440849201544;0.08660508009406345;6.769179625560351E-4;0.00713598413491419;71.924505385089;39.54;139.69;44.89;0.0017106125178157627;6.643071968471814E-4;0.005393927272021127;22.275735964071153;20.440717972500444;19.79028785445622;0.0;0.002875490994828574;14.820525358190414;11.15083795735511;18.920218696889854;28138;70809;
