PV_C HP_Heat_P OilBoilerHeat NgasBoilerHeat BiomassBoilerHeat AnlPV_P AnlImport AnlExport AnlOilBoilerFuel AnlNgasBoilerFuel AnlBiomassBoilerFuel AnlOilCost AnlLPGCost AnlBiomassCost AnlElecExchage TotalVariableCost FixedOperationalCost AdditionalCost InvestmentCost CO2Emission AnnualCost LoadFollowingCapacity
(KW) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (GWh) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (KEuro) (Mt) (KEuro)
7976 0.0019496838587794124 1.8468892673562728E-4 9.752397505564234E-5 26.04776810323943 13.42 1.63 14.75 2.308611584195341E-4 1.0835997228404704E-4 37.211097290342046 0.0 0.0 2009.0 -680.0 1380.0 764.0 1783.0 674.211882576205 -7.391 4601.2118825762045 0.7875 
8280 0.0012317625574834918 1.6508093088059956E-4 4.772695099554022E-4 26.048125887001678 13.93 1.57 15.21 2.0635116360074945E-4 5.302994555060024E-4 37.2116084100024 0.0 0.0 2009.0 -708.0 1353.0 771.0 1783.0 752.211882576205 -7.679 4659.2118825762045 0.8067307692307693 
8433 5.225061556233714E-4 0.002131516448544524 4.078163438159744E-4 26.046938161052015 14.19 1.55 15.44 0.0026643955606806546 4.5312927090663825E-4 37.20991165864574 0.0 0.0 2009.0 -721.0 1340.0 775.0 1783.0 790.211882576205 -7.824 4688.2118825762045 0.816826923076923 
5935 0.0019453883429880086 3.209819119196937E-4 2.628626694110736E-4 26.04747076707568 9.99 2.04 11.72 4.012273898996171E-4 2.920696326789707E-4 37.21067252439383 0.0 0.0 2009.0 -485.0 1576.0 713.0 1784.0 154.21188257620497 -5.457 4227.2118825762045 0.6615384615384616 
7521 1.887510386519473E-4 8.719829062549512E-5 3.988329505810941E-4 26.049325217720142 12.65 1.71 14.07 1.089978632818689E-4 4.431477228678823E-4 37.213321739600204 0.0 0.0 2010.0 -638.0 1423.0 752.0 1783.0 558.211882576205 -6.960 4516.2118825762045 0.7586538461538462 
9175 5.635070197359615E-4 1.3742419619393952E-4 1.917836131730244E-4 26.049107285170898 15.44 1.42 16.56 1.717802452424244E-4 2.1309290352558265E-4 37.213010407386996 0.0 0.0 2010.0 -786.0 1275.0 794.0 1783.0 979.211882576205 -8.528 4831.2118825762045 0.8644230769230767 
8456 7.013773257613016E-4 8.903666350341671E-5 4.059008056839506E-4 26.048803685205055 14.23 1.54 15.47 1.1129582937927088E-4 4.510008952043895E-4 37.21257669315008 0.0 0.0 2009.0 -723.0 1337.0 776.0 1783.0 796.211882576205 -7.846 4692.2118825762045 0.8177884615384616 
5757 0.0018279821214496647 0.0014277008550417237 1.9926380542442332E-4 26.046545053218086 9.69 2.08 11.47 0.0017846260688021546 2.2140422824935924E-4 37.20935007602584 0.0 0.0 2009.0 -467.0 1594.0 708.0 1783.0 109.21188257620497 -5.288 4194.2118825762045 0.6514423076923077 
6791 0.001896294814928735 2.1317938744199293E-4 1.1140374996134714E-4 26.04777912204767 11.43 1.85 12.98 2.6647423430249114E-4 1.237819444014968E-4 37.21111303149667 0.0 0.0 2009.0 -568.0 1493.0 734.0 1783.0 372.21188257620497 -6.268 4382.2118825762045 0.7129807692307693 
8772 0.059185515061357406 8.211867648945358E-5 1.7470742452619688E-4 25.990557658837627 14.76 1.50 15.94 1.0264834561181697E-4 1.9411936058466318E-4 37.12936808405375 0.0 0.0 2005.0 -750.0 1306.0 784.0 1785.0 879.2370882137246 -8.135 4754.237088213725 0.8384615384615384 
7186 0.0013704722856686103 1.226921439274179E-4 2.3030843328200455E-4 26.048276527137123 12.09 1.78 13.57 1.5336517990927235E-4 2.558982592022273E-4 37.21182361019589 0.0 0.0 2009.0 -606.0 1455.0 744.0 1783.0 473.21188257620497 -6.643 4455.2118825762045 0.7379807692307692 
7976 0.0019496755775949115 1.4311791279340987E-4 2.497398600721572E-4 26.04765746664954 13.42 1.63 14.75 1.7889739099176234E-4 2.7748873341350804E-4 37.21093923807077 0.0 0.0 2009.0 -680.0 1380.0 764.0 1783.0 674.211882576205 -7.391 4601.2118825762045 0.7875 
5887 4.781254861931306E-4 0.001462751754419245 1.1101930773542281E-4 26.047948103451652 9.90 2.05 11.65 0.0018284396930240562 1.23354786372692E-4 37.211354433502365 0.0 0.0 2009.0 -480.0 1581.0 711.0 1783.0 142.21188257620497 -5.411 4217.2118825762045 0.6586538461538461 
9613 0.010359410556099265 1.823738681208548E-4 6.320737237209596E-4 26.038826141852056 16.17 1.36 17.23 2.2796733515106847E-4 7.023041374677329E-4 37.198323059788656 0.0 0.0 2009.0 -821.0 1239.0 805.0 1783.0 1091.526422552147 -8.941 4918.526422552147 0.8937499999999999 
5993 3.182440769571859E-4 0.001462434074543969 1.8694709591935156E-4 26.04803237475258 10.08 2.02 11.81 0.001828042593179961 2.0771899546594618E-4 37.211474821075115 0.0 0.0 2009.0 -490.0 1570.0 714.0 1783.0 169.21188257620497 -5.512 4236.2118825762045 0.6649038461538461 
9758 5.460008510678686E-4 0.0015158009232904637 4.744008117037817E-4 26.04746379741394 16.42 1.33 17.45 0.0018947511541130796 5.271120130042019E-4 37.210662567734204 0.0 0.0 2009.0 -833.0 1228.0 808.0 1783.0 1128.211882576205 -9.079 4947.2118825762045 0.9028846153846154 
9455 7.578221205315202E-4 4.980784107349586E-4 2.2031307595059141E-4 26.048523786392785 15.91 1.38 16.99 6.225980134186983E-4 2.447923066117682E-4 37.21217683770398 0.0 0.0 2009.0 -809.0 1252.0 801.0 1783.0 1051.211882576205 -8.793 4887.2118825762045 0.8831730769230768 
