PV_Cap;NumberOfConCars;NumberOfEVCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualNgasmCHPheat;AnnualBiomassmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;AnnualCost;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualNgasmCHPheat;AnnualBiomassmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilBoilerSolarInput;NGasBoilerSolarInput;NGasCHPSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;
26;0.9507960465116279;828.5065689147287;0.0;1;0.03;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.02;1.22;0.66;0.01;1.18;0.25;45;118;394;1280.324239326713;2693;0.052;4485.324239326713;0.0;0.0;0.9834832428188874;0.0;0.04;4.94;0.02;0.00417019146;0.0;0.0;0.0;0.004800003936928884;0.010726712607998729;0.006614153764948199;
608;0.21918333333333334;829.238181627907;0.0;1;0.65;0.03;1.14;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.04;0.98;1.06;0.00;1.18;0.25;1;74;419;1278.4830126406712;2754;0.051;4525.483012640671;0.0;0.0;0.9846236337191608;0.0;0.04;4.94;0.04;9.613381000000001E-4;0.0;0.0;0.0;0.003635374844101441;0.004261837528579694;0.03381075543378364;
822;1.0089058914728684;828.4484592248064;0.0;1;0.88;0.03;1.09;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.32;0.93;1.29;0.01;1.11;0.25;-19;51;433;1268.032582771031;2806;0.052;4558.032582771031;0.0;0.0;0.9924228297631336;0.0;0.04;4.94;0.32;0.00442506124;0.0;0.0;0.0;0.06753821025625494;0.004424048085749219;0.24691608586984692;
825;0.8483074418604653;828.6090572093025;0.0;1;0.89;0.03;1.14;1.13;0.0;0.0;0.0;0.8;0.0;0.04;4.93;0.02;0.94;1.25;0.01;1.19;0.25;-15;58;428;1278.3070110795607;2775;0.051;4539.307011079561;0.0;0.0;0.9987832611220859;0.0;0.04;4.93;0.02;0.0037206764400000004;0.0;0.0;0.0;0.0030527332956929738;0.010786357929740732;0.013466538139593988;
828;0.2781534883720931;829.1792115503878;0.0;1;0.89;0.03;1.09;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.32;0.93;1.30;0.00;1.11;0.25;-19;51;433;1268.2370153860818;2806;0.051;4558.237015386082;0.0;0.0;0.9934203627385753;0.0;0.04;4.94;0.32;0.0012199812000000003;0.0;0.0;0.0;0.06760609623168035;0.004407023897279533;0.24688391027759563;
335;0.7618681395348837;828.6954965116281;0.0;1;0.36;0.03;1.14;1.13;0.0;0.0;0.0;0.8;0.0;0.04;4.93;0.04;1.06;0.85;0.01;1.17;0.25;22;94;408;1278.3311930246587;2726;0.051;4506.331193024658;0.0;0.0;1.0044788689501938;0.0;0.04;4.93;0.04;0.00334155366;0.0;0.0;0.0;0.025094110043562892;0.006151780750990223;0.008246986611700223;
669;1.0296164341085272;828.4277482170544;0.0;1;0.72;0.03;1.15;1.13;0.0;0.0;0.0;0.77;0.0;0.04;4.96;0.01;0.97;1.10;0.01;1.17;0.25;-3;70;421;1280.302188734766;2757;0.052;4528.302188734766;0.0;0.0;0.9680131473139075;0.0;0.04;4.96;0.01;0.00451589768;0.0;0.0;0.0;3.6870902116099423E-4;0.005911395949339771;0.0016044397868792092;
50;0.9824376744186047;828.4749270542636;0.0;1;0.05;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.20;0.68;0.01;1.18;0.25;44;117;395;1280.3153873148158;2695;0.052;4487.315387314816;0.0;0.0;0.9836940676063655;0.0;0.04;4.94;0.01;0.004308971640000001;0.0;0.0;0.0;0.0046677330307886575;0.00440046211454241;0.005369148406535403;
424;1.2173079069767443;828.2400568992249;0.0;1;0.46;0.03;1.15;1.13;0.0;0.0;0.0;0.76;0.0;0.04;4.96;0.01;1.04;0.91;0.01;1.15;0.25;16;88;411;1280.2496808937601;2732;0.052;4511.24968089376;0.0;0.0;0.9526199234516532;0.0;0.04;4.96;0.01;0.005339112480000001;0.0;0.0;0.0;0.0011004813926861273;0.006087679117922163;0.0025583054343195203;
105;1.2981719379844963;828.159193023256;0.0;1;0.11;0.03;1.15;1.13;0.0;0.0;0.0;0.77;0.0;0.04;4.95;0.01;1.18;0.70;0.01;1.16;0.25;40;112;398;1280.2270587096787;2700;0.052;4490.227058709679;0.0;0.0;0.9687014907271149;0.0;0.04;4.95;0.01;0.00569378212;0.0;0.0;0.0;9.786650772779628E-4;0.0041959312102198545;0.004973800907941614;
480;1.1199428682170542;828.3374219379846;0.0;1;0.52;0.03;1.15;1.13;0.0;0.0;0.0;0.76;0.0;0.04;4.97;0.02;1.02;0.95;0.01;1.15;0.25;11;83;413;1280.2769193831791;2739;0.052;4515.276919383179;0.0;0.0;0.9525918205085266;0.0;0.04;4.97;0.02;0.00491206942;0.0;0.0;0.0;0.0036086959119702947;0.004285547621108703;0.010213611939219823;
760;1.1956276744186047;828.2617373643412;0.0;1;0.82;0.03;1.15;1.13;0.0;0.0;0.0;0.77;0.0;0.04;4.96;0.02;0.95;1.18;0.01;1.15;0.25;-10;62;425;1280.2557461418944;2768;0.052;4535.255746141895;0.0;0.0;0.9590759397824552;0.0;0.04;4.96;0.02;0.0052440229800000005;0.0;0.0;0.0;0.009738576335608795;0.006903231864622074;0.01039818223360046;
608;0.21918333333333334;829.238181627907;0.0;1;0.65;0.03;1.14;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.04;0.98;1.06;0.00;1.18;0.25;1;74;419;1278.4830126406712;2754;0.051;4525.483012640671;0.0;0.0;0.9846236337191608;0.0;0.04;4.94;0.04;9.613381000000001E-4;0.0;0.0;0.0;0.003635374844101441;0.0042664422070315235;0.03381075543378364;
523;0.6965932558139535;828.7607717054265;0.0;1;0.56;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.01;0.99;0.01;1.18;0.25;8;81;415;1280.3953541756657;2743;0.051;4519.3953541756655;0.0;0.0;0.9864168356231618;0.0;0.04;4.94;0.01;0.00305525802;0.0;0.0;0.0;0.003709601571536472;0.005725534395223916;0.002619536112024688;
379;0.763257984496124;828.6941071317831;0.0;1;0.41;0.03;1.15;1.13;0.0;0.0;0.0;0.78;0.0;0.04;4.95;0.01;1.05;0.88;0.01;1.18;0.25;19;92;409;1280.3767043368023;2728;0.051;4509.3767043368025;0.0;0.0;0.9810777699233253;0.0;0.04;4.95;0.01;0.00334764952;0.0;0.0;0.0;0.0034839579489965365;0.004170020441323044;0.005083319579437479;
26;0.9507960465116279;828.5065689147287;0.0;1;0.03;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.02;1.22;0.66;0.01;1.18;0.25;45;118;394;1280.324239326713;2693;0.052;4485.324239326713;0.0;0.0;0.9834832428188874;0.0;0.04;4.94;0.02;0.00417019146;0.0;0.0;0.0;0.0038741527789300715;0.010737504089683618;0.006614153764948199;
797;1.010032093023256;828.447332635659;0.0;1;0.86;0.03;1.14;1.13;0.0;0.0;0.0;0.78;0.0;0.04;4.94;0.05;0.94;1.22;0.01;1.17;0.25;-13;59;427;1278.2617676005452;2775;0.052;4539.261767600545;0.0;0.0;0.9806548174299002;0.0;0.04;4.94;0.05;0.00443000076;0.0;0.0;0.0;0.01272237357199419;0.004350366801231208;0.03386724237048508;
378;0.763257984496124;828.6941071317831;0.0;1;0.41;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.05;0.88;0.01;1.18;0.25;19;92;409;1280.3767043368023;2728;0.051;4509.3767043368025;0.0;0.0;0.9841841713873781;0.0;0.04;4.94;0.01;0.00334764952;0.0;0.0;0.0;0.0034949892580377223;0.0042797499056219015;0.005079787951525485;
818;1.1535725581395349;828.2149686821706;0.08882302325581395;1;0.88;0.03;0.97;1.13;2.58954642E-4;0.0;0.0;0.77;0.0;0.04;4.95;0.83;0.91;1.39;0.01;1.09;0.25;-27;43;555;1243.4164623053277;3534;0.052;5375.4164623053275;0.0;0.0;0.9640488957098056;0.0;0.04;4.95;0.83;0.005059569240000001;0.0;0.0;0.0;0.056109217486859216;0.011871120111329571;7.014654730858816E-5;
122;0.8847489147286822;828.5726159689924;0.0;1;0.13;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.16;0.71;0.01;1.19;0.25;38;111;398;1280.3427164105988;2702;0.051;4491.342716410599;0.0;0.0;0.9924123348465561;0.0;0.04;4.94;0.01;0.00388050874;0.0;0.0;0.0;0.004881767337977283;0.004823294938122628;0.005733134279509756;
569;0.7101261240310078;828.7472386046513;0.0;1;0.61;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.00;1.02;0.01;1.17;0.25;5;78;417;1280.3915682045722;2747;0.051;4522.391568204572;0.0;0.0;0.9921132770319852;0.0;0.04;4.94;0.01;0.00311461318;0.0;0.0;0.0;0.003843394850256316;0.00371342923350829;0.004441143454657292;
524;1.2038306201550388;828.2535342635659;0.0;1;0.56;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.95;0.01;1.01;0.99;0.01;1.17;0.25;8;81;415;1280.2534512722316;2742;0.052;4518.253451272231;0.0;0.0;0.9847717239410261;0.0;0.04;4.95;0.01;0.005280001100000001;0.0;0.0;0.0;0.0012533822194197323;0.004816712625302905;0.0026242639255041602;
440;0.809137519379845;828.6482273643412;0.0;1;0.47;0.03;1.15;1.13;0.0;0.0;0.0;0.77;0.0;0.04;4.96;0.02;1.03;0.92;0.01;1.16;0.25;14;86;412;1280.3638691797898;2735;0.051;4513.36386917979;0.0;0.0;0.9594601093279779;0.0;0.04;4.96;0.02;0.00354887716;0.0;0.0;0.0;0.0013714893407885537;0.006087388753429932;0.01039811783528498;
240;0.7388132558139536;828.6638041085272;0.05474689922480621;1;0.26;0.03;1.14;1.13;1.5960911E-4;0.0;0.0;0.79;0.0;0.04;4.94;0.02;1.11;0.79;0.01;1.19;0.25;29;102;404;1278.3223268731374;2716;0.051;4500.322326873137;0.0;0.0;0.9880763817269015;0.0;0.04;4.94;0.02;0.0032404349400000005;0.0;0.0;0.0;0.0012946629525966422;0.005753939036469437;0.01480959364930476;
168;0.7698083720930232;828.6875562790698;0.0;1;0.18;0.03;1.14;1.13;0.0;0.0;0.0;0.8;0.0;0.04;4.93;0.02;1.14;0.74;0.01;1.18;0.25;35;108;400;1278.328971694053;2706;0.051;4492.328971694053;0.0;0.0;0.9954406240449549;0.0;0.04;4.93;0.02;0.00337637952;0.0;0.0;0.0;0.0038819934355356998;0.0036802601529165513;0.008414538177103123;
693;0.4449937984496124;829.0123711627909;0.0;1;0.75;0.03;1.14;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.93;0.02;0.96;1.13;0.01;1.18;0.25;-5;68;422;1278.4198407255456;2760;0.051;4528.419840725545;0.0;0.0;0.993523145372624;0.0;0.04;4.93;0.02;0.0019517428;0.0;0.0;0.0;0.004288951154328814;0.00481354603498211;0.010142449706146752;
7;0.9570975968992249;828.5002670542638;0.0;1;0.01;0.03;1.15;1.13;0.0;0.0;0.0;0.8;0.0;0.04;4.93;0.01;1.23;0.65;0.01;1.20;0.25;47;120;394;1280.3224763411304;2690;0.052;4484.322476341131;0.0;0.0;0.9963515392996326;0.0;0.04;4.93;0.01;0.00419783006;0.0;0.0;0.0;0.001272087101856797;0.004498060103626316;0.006602205979626864;
547;0.7101261240310078;828.7472386046513;0.0;1;0.59;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.00;1.00;0.01;1.17;0.25;7;79;416;1280.3915682045722;2745;0.051;4520.391568204572;0.0;0.0;0.9921132770319852;0.0;0.04;4.94;0.01;0.00311461318;0.0;0.0;0.0;0.003811156851110582;0.00521556969842457;0.004441144702461218;
828;0.2781534883720931;829.1792115503878;0.0;1;0.89;0.03;1.09;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.32;0.93;1.30;0.00;1.11;0.25;-19;51;433;1268.2370153860818;2806;0.051;4558.237015386082;0.0;0.0;0.9934106119431892;0.0;0.04;4.94;0.32;0.0012199812000000003;0.0;0.0;0.0;0.06760543265235791;0.0044146439421335094;0.24688391027759563;
523;0.6965932558139535;828.7607717054265;0.0;1;0.56;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.02;1.01;0.99;0.01;1.17;0.25;8;80;415;1280.3953541756657;2744;0.051;4519.3953541756655;0.0;0.0;0.9864168356231618;0.0;0.04;4.94;0.02;0.00305525802;0.0;0.0;0.0;0.016251195244797983;0.005927641936150156;0.002619536112024688;
290;0.8924642635658916;828.5649007751939;0.0;1;0.31;0.03;1.15;1.13;0.0;0.0;0.0;0.78;0.0;0.04;4.94;0.01;1.09;0.82;0.01;1.18;0.25;25;98;405;1280.3405580360188;2719;0.051;4502.340558036019;0.0;0.0;0.9805109680199872;0.0;0.04;4.94;0.01;0.0039143482600000005;0.0;0.0;0.0;0.0026825035719241787;0.0028736881876515997;0.009354411734557339;
669;1.0296164341085272;828.4277482170544;0.0;1;0.72;0.03;1.15;1.13;0.0;0.0;0.0;0.77;0.0;0.04;4.96;0.01;0.97;1.10;0.01;1.17;0.25;-3;70;421;1280.302188734766;2757;0.052;4528.302188734766;0.0;0.0;0.9680131473139075;0.0;0.04;4.96;0.01;0.00451589768;0.0;0.0;0.0;3.6870902116099423E-4;0.005911395949339771;0.0016774457209389464;
259;0.7557003100775194;828.7016645736436;0.0;1;0.28;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.10;0.80;0.01;1.19;0.25;28;101;404;1280.3788185792735;2716;0.051;4501.378818579274;0.0;0.0;0.9920307873963669;0.0;0.04;4.94;0.01;0.00331450156;0.0;0.0;0.0;0.0014069791359722509;0.010643122541735458;0.00621280223476844;
78;0.47601496124031006;828.9813500775194;0.0;1;0.08;0.03;1.15;1.13;0.0;0.0;0.0;0.77;0.0;0.04;4.95;0.01;1.19;0.69;0.01;1.17;0.25;42;114;396;1280.4570623794607;2698;0.051;4488.457062379461;0.0;0.0;0.9687014907271149;0.0;0.04;4.95;0.01;0.00208780162;0.0;0.0;0.0;9.777878327810587E-4;0.00477572853993467;0.006348376127672615;
26;0.9507960465116279;828.5065689147287;0.0;1;0.03;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.02;1.22;0.66;0.01;1.18;0.25;45;118;394;1280.324239326713;2693;0.052;4485.324239326713;0.0;0.0;0.9834832428188874;0.0;0.04;4.94;0.02;0.00417019146;0.0;0.0;0.0;0.0038741527789300715;0.010737504089683618;0.006614153764948199;
828;0.2781534883720931;829.1792115503878;0.0;1;0.89;0.03;1.09;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.32;0.93;1.30;0.00;1.11;0.25;-19;51;433;1268.2370153860818;2806;0.051;4558.237015386082;0.0;0.0;0.9934203627385753;0.0;0.04;4.94;0.32;0.0012199812000000003;0.0;0.0;0.0;0.06760609623168035;0.004407023897279533;0.24688391027759563;
375;0.763257984496124;828.6941071317831;0.0;1;0.40;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.05;0.87;0.01;1.18;0.25;19;92;409;1280.3767043368023;2728;0.051;4509.3767043368025;0.0;0.0;0.9841841713873781;0.0;0.04;4.94;0.01;0.00334764952;0.0;0.0;0.0;0.0034949892580377223;0.004746453659996511;0.005079787951525485;
603;0.20687162790697677;829.250493023256;0.0;1;0.65;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;0.98;1.05;0.00;1.18;0.25;2;74;418;1280.5323568318943;2750;0.051;4522.5323568318945;0.0;0.0;0.9846236337191608;0.0;0.04;4.94;0.01;9.073389600000001E-4;0.0;0.0;0.0;0.003635374844101441;0.004899363895999701;0.002217938414401352;
828;0.3506506201550388;829.0163813953491;0.09033224806201551;1;0.89;0.03;1.15;1.13;2.63354636E-4;0.0;0.0;0.79;0.0;0.04;4.94;0.03;0.94;1.25;0.00;1.18;0.25;-15;57;429;1280.4668626136327;2777;0.051;4543.466862613633;0.0;0.0;0.9934203627385753;0.0;0.04;4.94;0.03;0.00153795362;0.0;0.0;0.0;0.013546227836827306;0.004296346263610544;0.009243675019573272;
122;0.8847489147286822;828.5726159689924;0.0;1;0.13;0.03;1.15;1.13;0.0;0.0;0.0;0.79;0.0;0.04;4.94;0.01;1.16;0.71;0.01;1.19;0.25;38;111;398;1280.3427164105988;2702;0.051;4491.342716410599;0.0;0.0;0.9924123348465561;0.0;0.04;4.94;0.01;0.00388050874;0.0;0.0;0.0;0.004881767337977283;0.004823294938122628;0.005733134279509756;
