PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;NGas_boiler_Cap;Biomass_boiler_Cap;SolarThermal;NumberOfConCars;NumberOfFCEVCars;Eloctrolyzer_Cap;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualH2demand;AnnualOilBoilerheat;AnnualNGasBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermalheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;NGasConsuption;DieselCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;InvestmentCost;CO2-Emission;Total Local System Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;NGasBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;AnnualSolarThermal;transOilDemand;OilSolarInput;NGasSolarInput;BiomassBoilerSolarInput;BiomassCHPSolarInput;HPSolarInput;OilSolarUtilization;nGasSolarUtilization;biomassBoilerSolarUtilization;biomassCHPSolarUtilization;HPSolarUtilization;Annual MaximumImportElectr.;Annual MaximumExportElectr.;
1620;73;7446;2;8;17604;0.08649003811110495;14.143756360787961;5.236088600452348;3425;2.12;0.08;33.55;22.56021134390899;0.01;0.04;79.33;0.33;170.14;0.08;38.90;122.35;100.17;97.17;0.03;;;-3879;14816;27471;33160.0;72968;5.406;31.152526072000004;148415.0;0.8076229590303515;0.30287746826069833;0.010641969199979286;0.03625920139121086;96.74511235638192;0.33;170.14;0.08;100.16749692273642;0.007584855991653256;0.010911707598200267;0.017414622740707427;0.034644814197642974;0.01593403758290102;0.0032775181037848545;0.008017885126602923;0.01741462274070736;0.03463501014744648;0.015934037582901264;32825;50536;
943;42;7457;1;9;17580;0.12331330125859033;0.6239897780865737;18.755855183153738;12267;1.23;0.05;33.59;80.8114776421362;0.0;0.04;79.23;0.19;170.38;0.12;70.05;74.88;4.42;96.85;0.04;;;219;4662;29299;44374.0;79397;-0.047;9.217386924;157732.0;0.7257386079118677;0.24923336689902575;0.004229639782236693;0.04273703998089613;96.6166068454296;0.19;170.38;0.12;4.419158007386923;0.003907866744163422;0.008090926592700718;0.04463800089465199;5.251906310689858E-4;0.06615131639600522;0.0;0.006748075936036157;0.04463800089465386;5.251906310690004E-4;0.06615131639600602;41687;41461;
1351;396;7411;5;12;17452;3.5653547523744678;16.060937669537793;3.31890729170252;2171;1.77;0.48;33.24;14.299843957029479;0.02;0.05;78.65;1.78;169.33;3.55;35.07;129.90;113.76;95.26;0.05;;;-4472;16170;27230;31525.0;72330;6.128;34.3373534536;147255.0;0.8275395033860045;0.31165052925760833;0.02828507852170547;0.05669300596311126;95.91224244305138;1.78;169.33;3.55;113.74516666943359;0.016381541622469676;0.012733497230167375;2.735072556581734;0.011894494746915497;0.7892726621931809;0.006698830247947329;0.009633250487234193;2.735072556581774;0.011894494746915745;0.7892726621931779;31472;51764;
1377;19;7457;6;31;17575;0.21264170774482272;9.22434609658117;10.155498864659142;6642;1.80;0.02;33.60;43.755982408270384;0.03;0.14;79.2;0.08;170.39;0.19;49.18;103.94;65.35;96.55;0.13;;;-2384;11116;28134;37246.0;75316;3.466;23.074297486399995;151812.0;0.7667117320114165;0.28015293517193895;0.03289049908876616;0.1447727671480963;96.58468385940037;0.08;170.39;0.19;65.3277414905975;0.030058642886438988;0.015371370042408981;0.11524440071809378;0.0171344501348224;0.034832843963058586;0.010507415312833734;0.015330671412627214;0.11524440071809693;0.013955442872240072;0.03483284396305816;36063;47232;
1342;6;7460;6;4;17601;2.334444625691745;1.470859752798335;17.908985208441976;11713;1.75;0.01;33.56;77.1626536690931;0.03;0.02;79.32;0.03;170.45;2.32;67.63;77.84;10.44;94.30;0.01;;;-60;5177;29192;43667.0;79205;0.181;10.538894042399999;157241.0;0.7285521109831221;0.25128464365242587;0.03235330077757305;0.018065927881128676;96.73162692311169;0.03;170.45;2.32;10.416775855293087;0.02425326881943962;0.005565230905454042;2.0211894108115085;0.002453409673221584;0.2809833054821216;0.010014215462958687;0.004054761128618954;2.0211894108115054;0.0024534096732216344;0.28098330548212536;41139;42161;
1366;261;7410;10;1;17600;0.6512524724553056;17.632706385557057;1.7471385756832547;1143;1.78;0.29;33.33;7.527721267188872;0.04;0.0;79.31;1.18;169.3;0.65;32.30;135.89;124.92;98.07;0.00;;;-4930;17477;27005;30234.0;71324;6.854;36.981727303999996;146040.0;0.843311271560369;0.3209416951684797;0.05059088207401395;0.0032148523088548053;96.72276686955341;1.18;169.3;0.65;124.87658989315364;0.012737218620770098;9.626384727656687E-4;0.2257744702213285;0.1097218320409377;0.30205631309950365;0.008762120753590376;0.0;0.22577447022133415;0.10972183204094206;0.3020563130995116;30473;52759;
959;94;7439;2;18;17613;0.2475401867379492;13.107205563862987;6.272639397377325;4103;1.25;0.11;33.48;27.02629410753994;0.01;0.08;79.37;0.42;169.96;0.24;41.16;117.91;92.83;97.42;0.08;;;-3530;14087;27604;34006.0;73424;5.172;29.466672316799997;149121.0;0.7969838168244902;0.2981925449748327;0.01130534393061677;0.08179678289798675;96.79347990269932;0.42;169.96;0.24;92.82654052383407;0.009299821459921932;0.0020452421052054343;0.006935543396081143;0.005884377302498283;0.22337520247424242;0.003448593092158736;0.0020452421052054347;0.006935543396081239;0.005884377302498349;0.22337520247424753;33492;49645;
1860;116;7440;8;4;17592;0.1115315673842788;15.220580498734028;4.1592644625062825;2721;2.43;0.13;33.52;17.920606863154568;0.04;0.02;79.28;0.52;169.99;0.10;36.71;126.74;107.82;97.38;0.02;;;-4221;15618;27331;32262.0;72474;5.763;32.9364064808;147685.0;0.818764714722236;0.30806559320045;0.040585823273291244;0.018832099050032296;96.67806259273394;0.52;169.99;0.10;107.79367315008426;0.02003575801327297;0.0036614201981346223;0.00932105793284662;0.049128371536360044;0.029384959703664542;0.01111530575117287;0.00318261780230744;0.009321057932846677;0.04912837153636176;0.029384959703664646;32106;51327;
1630;40;7451;1;16;17604;0.44610628669135466;5.927344953115509;13.452500008124803;8799;2.13;0.05;33.52;57.96144153500652;0.01;0.07;79.33;0.18;170.25;0.43;56.43;92.70;41.98;96.91;0.06;;;-1418;8615;28589;39966.0;76935;1.945;17.6666294664;154105.0;0.7470320092170515;0.26567465519255656;0.007091755413591266;0.07571169921531276;96.74542942298424;0.18;170.25;0.43;41.978049692459344;0.006302697067217586;0.028284619828086364;0.08440808547678831;0.00416603323283013;0.3229448510864323;0.0030710151225627324;0.017488682407937075;0.08440808547679018;0.004166033232830125;0.32294485108643506;38210;45180;
1844;90;7445;0;5;17596;0.2017416952554028;4.891316832449926;14.488528128790385;9476;2.41;0.11;33.52;62.42527229570625;0.0;0.02;79.3;0.41;170.11;0.20;58.75;89.40;34.64;97.29;0.02;;;-1125;7828;28735;40827.0;77430;1.413;15.9686557;154820.0;0.7421229274157191;0.2612325914321137;9.971729668768112E-4;0.021446054932661277;96.70511093525982;0.41;170.11;0.20;34.64079493909362;5.651215005530264E-4;0.004436797251242522;0.015362347145681214;0.00901104143837628;0.17236638791954975;0.0;0.003559522424088594;0.015362347145681247;0.009011041438376279;0.17236638791954897;38872;44573;
1660;102;7442;0;2;17607;0.3245227468801129;2.665894312841797;16.713950648398512;10932;2.17;0.11;33.48;72.01372776368983;0.0;0.01;79.35;0.46;170.02;0.32;64.29;81.96;18.88;97.39;0.01;;;-449;6164;29037;42665.0;78491;0.524;12.4029079992;156357.0;0.7327521418908762;0.25371720575238865;3.040860617240535E-4;0.008383370234245797;96.76521646050215;0.46;170.02;0.32;18.88013011297689;1.6366103719523726E-4;0.0025538300988326586;7.73839689337665E-4;0.04581993891763863;0.2752114771371087;0.0;0.0019297635296923756;7.738396893376815E-4;0.0458199389176387;0.27521147713711563;40321;43058;
34535;62;7453;1;16;17573;0.17457163013931276;0.02329573049324067;19.356549230747074;12660;45.11;0.08;33.57;83.39962801559683;0.0;0.07;79.19;0.28;170.29;0.16;56.43;101.73;0.17;96.92;0.06;;;-1806;2009;29892;44871.0;82374;-11.499;6.526629466399999;159146.0;0.7920673076923076;0.20072278531217067;0.004320805545819232;0.07205289747039872;96.57750713470863;0.28;170.29;0.16;0.16498269292617976;0.0033907634666847193;0.023950732282218196;0.0666152294808678;0.0031495675148349874;0.07746533739470707;0.0;0.01597504308638019;0.06661522948086868;0.003149567514835097;0.0774653373947068;42068;54828;
1855;60;7448;1;38;17583;0.10920148895193635;3.4257306363281974;15.954114324912112;10435;2.42;0.06;33.56;68.73989698031633;0.0;0.17;79.24;0.27;170.16;0.10;62.35;84.52;24.26;96.98;0.14;;;-683;6725;28933;42045.0;78124;0.839;13.641455028;155827.0;0.7355636800721189;0.25652382075949487;0.0031911139403931884;0.17550699811752615;96.63109931509148;0.27;170.16;0.10;24.26136693953993;0.0012491153921591418;0.04735352006053254;0.008577669923801491;0.030092973400304576;0.0219282101751386;0.0;0.0344858314396476;0.008577669923801769;0.029973019507478185;0.021928210175139396;39839;43607;
34274;100;7445;1;10;17580;0.22995777483201382;0.25916312910319395;19.120681832137116;12506;44.77;0.11;33.55;82.38336974194598;0.0;0.05;79.23;0.45;170.11;0.23;55.93;102.31;1.84;97.05;0.05;;;-1863;2205;29859;44670.0;82245;-11.331;6.912296226399999;158979.0;0.7925473304617849;0.20171511041850898;0.004919849941788715;0.047780428477123216;96.6162731489942;0.45;170.11;0.23;1.8354191966217297;0.0023742614168673873;0.0013738950847564455;0.15175652097431627;0.04084521609539241;0.03360788126068131;0.0;0.0013738950847564577;0.15175652097431738;0.04084521609539385;0.03360788126068148;41899;54855;
1858;1;7458;3;7;17615;0.10547659165350444;15.539842441838557;3.8400025194017546;2512;2.43;0.00;33.60;16.5450348550944;0.01;0.03;79.38;0.01;170.41;0.10;36.21;127.86;110.07;96.76;0.02;;;-4306;15844;27281;32010.0;72318;5.948;33.4790732408;147453.0;0.821541234790446;0.31036090671372846;0.016540720666290067;0.031243676941831944;96.80765695026754;0.01;170.41;0.10;110.05471815734485;0.00801901907226413;0.008622741995202415;0.046974808944288717;3.968653486772227E-4;0.04146315629307196;0.003330824205211825;0.0061957965312931865;0.046974808944289244;3.968653486772287E-4;0.04146315629307301;31937;51528;
2271;208;7412;0;13;17640;0.3101705147301842;9.105960759621741;10.273884201618571;6720;2.97;0.24;33.36;44.266057471093774;0.0;0.06;79.49;0.94;169.35;0.30;48.80;104.52;64.49;98.28;0.05;;;-2431;11002;28176;37308.0;75449;2.977;22.785724224;151935.0;0.7686368877525441;0.2769361760005887;0.0022879935368174025;0.06131385390401037;96.94456992627086;0.94;169.35;0.30;64.48932469571713;0.0018074579649671918;0.024833963460747847;0.019892969347300112;0.04034687313794042;0.22328925081922862;0.0;0.015176165825185158;0.019892969347299973;0.0403468731379407;0.2232892508192277;36063;47492;
4273;211;7419;1;44;17569;0.10646397380224505;12.708264281760608;6.671580679479705;4364;5.58;0.26;33.43;28.745172515606257;0.01;0.2;79.17;0.95;169.51;0.08;40.50;119.47;90.01;97.97;0.16;;;-3638;13586;27716;34332.0;73870;3.867;28.653992440000003;149504.0;0.8016938959607095;0.29172902559534275;0.006948927925965231;0.20272940348958204;96.55360848045014;0.95;169.51;0.08;90.0011984698568;0.004640061967742131;0.06458355375187882;0.016253062497322984;0.005687604579501774;0.015299691005799324;0.002678662512136115;0.04416406271430996;0.01625306249732338;0.005687604579501791;0.015299691005799714;33712;50529;
3686;273;7447;3;0;17410;0.260101333239757;11.684886863752503;7.69495809748781;5033;4.82;0.32;33.55;33.15449645883598;0.01;0.0;78.46;1.23;170.14;0.26;42.82;115.10;82.76;97.28;0.00;;;-3291;12817;27848;35196.0;74345;3.614;26.958018673599998;150206.0;0.7909446058299107;0.2871351449864603;0.013646265894299694;8.480649842893293E-4;95.68106542885984;1.23;170.14;0.26;82.7535372577816;0.004126066907692315;2.1484191626132453E-4;0.1560059908619386;0.047226879603001044;0.052527553950863747;0.0025253285319869275;0.0;0.1560059908619431;0.0472268796030017;0.05252755395086384;34390;49654;
1994;369;7441;10;0;17333;0.22463607035108418;14.922158403082477;4.4576865581578335;2916;2.60;0.45;33.51;19.206388304478843;0.05;0.0;78.11;1.66;170.02;0.19;37.07;125.89;105.71;97.69;0.00;;;-4158;15379;27386;32507.0;72662;5.507;32.413686413600004;147934.0;0.8163510670273519;0.3051710140820506;0.05247198493364064;0.001901422330292219;95.25803683170516;1.66;170.02;0.19;105.68021802647041;0.04885245689201322;5.911742191128E-4;0.05121401911288149;0.019255706029289457;0.10472271409778722;0.01742172476710699;0.0;0.05121401911288171;0.019255706029289842;0.1047227140977878;32247;51199;
1814;98;7440;8;7;17605;0.315502312153632;11.964906482564226;7.414938478676088;4850;2.37;0.12;33.48;31.948003929223795;0.04;0.03;79.34;0.44;169.99;0.29;43.11;114.41;84.76;97.39;0.02;;;-3244;13167;27773;34955.0;74046;4.400;27.5292719528;149941.0;0.7892178966882107;0.291422184773276;0.042706098435190264;0.03144445599803365;96.75196153716723;0.44;169.99;0.29;84.73666420016811;0.038484190355350674;0.009405666942044064;0.013950289744367501;0.011473882564527527;0.24218828254734226;0.01389306911321192;0.006513083127802722;0.01395028974436752;0.01147388256452752;0.24218828254735134;34240;49194;
5326;7;7458;1;13;17610;0.9918406650071796;7.290782320195212;12.0890626410451;7907;6.96;0.01;33.54;52.08693529520692;0.0;0.06;79.36;0.03;170.39;0.98;51.65;100.52;51.64;96.05;0.04;;;-2066;9369;28458;38839.0;76622;1.302;19.687523692;153288.0;0.7621838216879538;0.26625296495665135;0.005187784818679803;0.058663733803669495;96.77710599616755;0.03;170.39;0.98;51.63404946985451;0.004289634847423861;0.022141216856780714;0.6347464500464933;1.517741797642906E-4;0.33051158907671746;0.0;0.014284247311827975;0.6347464500465102;1.5177417976429235E-4;0.33051158907672357;37330;47345;
1660;102;7442;0;13;17596;0.2971726738461953;2.910043241816017;16.469801719424296;10772;2.17;0.12;33.48;70.96178768831152;0.0;0.06;79.3;0.46;170.02;0.30;63.67;82.75;20.61;97.37;0.06;;;-522;6351;29003;42463.0;78372;0.635;12.8038147816;156189.0;0.7336038879703393;0.25455637272067433;3.040860617240535E-4;0.0615250139809225;96.70235378436278;0.46;170.02;0.30;20.609217242865213;1.6366103719523726E-4;0.0017500619719187703;9.49627797029872E-4;0.01909784590294271;0.2752114771371087;0.0;0.001750061971918753;9.49627797029889E-4;0.01909784590294295;0.27521147713711563;40162;43220;
1814;97;7440;11;11;17599;0.7353041985821301;10.24637144202144;9.133473519218871;5974;2.37;0.12;33.47;39.35248400490643;0.05;0.05;79.31;0.44;169.99;0.71;46.69;108.12;72.60;96.89;0.04;;;-2730;11854;28007;36380.0;74904;3.680;24.702777951199998;151145.0;0.7756789257440625;0.28342148934048755;0.054833421553081386;0.04903892972785672;96.72146939140312;0.44;169.99;0.71;72.56582718954004;0.030666188087172513;0.014681902176734731;0.39619144357946584;0.01140594236832549;0.2823587223704316;0.015187163662563168;0.010453596515733998;0.3961914435794796;0.011405942368325534;0.2823587223704355;35364;48072;
22746;282;7417;3;14;17539;1.1341911000677416;0.09003340159237017;19.289811559647944;12616;29.71;0.32;33.23;83.11208208589913;0.01;0.06;79.04;1.27;169.45;1.11;60.58;91.46;0.65;98.18;0.04;;;-1084;2851;29719;44764.0;81483;-7.695;7.1284953583999995;158817.0;0.7627169659877595;0.21376971564440111;0.015765640600717203;0.06310158797527214;96.39165452379683;1.27;169.45;1.11;0.6376255534173247;0.01173519022901025;0.040255600748606186;0.004471169898637072;0.0893805307541993;0.9883486084372888;0.0036105067282036266;0.018869943774603676;0.004471169898637139;0.08938053075419997;0.9883486084372837;41946;49298;
1904;85;7441;1;8;17619;0.16937786572438193;8.201538705867128;11.178306255373185;7311;2.49;0.10;33.53;48.162850331900906;0.0;0.04;79.4;0.38;170.02;0.17;51.10;100.83;58.09;97.23;0.03;;;-2120;10319;28286;38083.0;75844;2.797;21.340457127999997;152532.0;0.7610198357042677;0.27437067439052054;0.004102344678512004;0.03773041974444972;96.83155312132254;0.38;170.02;0.17;58.084117268821586;0.0037765963891391993;0.0027215201500790432;0.12764049892272877;0.015515740653960877;0.019723509608474018;0.0;0.002721520150079072;0.12764049892273052;0.015515740653961305;0.019723509608474264;36705;46751;
1366;6;7460;3;8;17601;0.2922360092125619;14.68872165345159;4.691123307788722;3069;1.78;0.01;33.61;20.212173883938487;0.01;0.03;79.32;0.03;170.45;0.28;38.02;124.14;104.04;96.46;0.03;;;-4018;15224;27389;32715.0;72704;5.755;32.080619569599996;148032.0;0.8119367113959542;0.3064494743322142;0.014020621910010644;0.03601498255904334;96.73031369951713;0.03;170.45;0.28;104.02699562190952;0.007477183499020066;0.011145744506752927;0.2486111947640448;0.0029719841194593647;0.022029902323284743;0.0032630132266857057;0.007168612766625698;0.24861119476404744;0.002971984119459452;0.022029902323285343;32495;50801;
1958;148;7437;1;10;17577;0.18298090242742546;1.1874772384974481;18.192367722742866;11898;2.56;0.18;33.51;78.3836355702099;0.0;0.04;79.21;0.67;169.92;0.18;67.89;77.50;8.41;97.41;0.04;;;-27;5031;29245;43895.0;79214;-0.201;10.0327073272;157385.0;0.7283338342851416;0.24857163336855376;0.003103502074860635;0.04427074043505944;96.5979305408762;0.67;169.92;0.18;8.409832550762777;0.0022904562378232717;0.012226662482314942;0.14899567846691314;0.009163588895358496;0.010304516345015594;0.0;0.008557984452739168;0.14899567846691494;0.009163588895358806;0.010304516345015712;41274;42188;
2143;86;7446;1;20;17581;0.23538465114224577;18.810375525019467;0.5694694362208467;373;2.80;0.10;33.52;2.45361601290114;0.01;0.09;79.23;0.39;170.13;0.23;30.10;141.11;133.22;97.17;0.08;;;-5314;18300;26845;29283.0;70787;7.193;38.957461048;145215.0;0.8576366277613584;0.32794069541395354;0.006231790190584973;0.09128206400835188;96.62038091956047;0.39;170.13;0.23;133.21696050574036;0.004734099270338413;0.013116888792529492;0.02168538755129223;0.006888872808266637;0.18895940271981898;0.002704881790242848;0.012436747979038034;0.021685387551292117;0.006888872808266754;0.18895940271982065;29770;53780;
4273;233;7419;1;44;17547;0.11555282880589975;12.458183472740334;6.921661488499977;4527;5.58;0.28;33.43;29.822670689351;0.01;0.2;79.07;1.05;169.51;0.10;40.99;118.55;88.23;97.98;0.16;;;-3565;13397;27751;34538.0;73993;3.755;28.2391790152;149679.0;0.7995389395609902;0.29040340248271473;0.006948927925965231;0.20272940348958204;96.432174841046;1.05;169.51;0.10;88.23010117229431;0.003768697955703334;0.04811343611154368;0.028165841900311135;0.006283190524391669;0.029221662313949945;0.002408193838206408;0.03730147374056886;0.028165841900310736;0.006283190524391737;0.029221662313950167;33870;50368;
1586;54;7442;3;9;17643;0.0814573665752608;3.600963886311033;15.778881074929277;10320;2.07;0.06;33.53;67.98488699944028;0.01;0.04;79.51;0.24;170.03;0.07;62.04;84.89;25.51;97.29;0.03;;;-719;6878;28905;41896.0;78013;0.977;13.9179084192;155692.0;0.7359747545582047;0.25730667886514147;0.016879763530585706;0.04329978755641764;96.9626055770266;0.24;170.03;0.07;25.50238633924337;0.01267786071734283;0.01169620454012665;7.385292455740438E-4;0.025295558656162797;0.03104921341605447;0.0036600276511545853;0.008342756916530544;7.385292455740375E-4;0.02528526783246051;0.031049213416054374;39721;43631;
5591;88;7444;1;17;17594;0.06340379951654337;4.693095768782614;14.686749192457697;9606;7.30;0.10;33.54;63.27932757062323;0.0;0.08;79.29;0.4;170.08;0.06;57.43;91.81;33.24;97.24;0.06;;;-1310;7437;28819;40993.0;77812;0.100;15.4532959464;155061.0;0.7475081392436764;0.2552527869290541;0.0026661155809764793;0.07819681028546761;96.6908082852938;0.4;170.08;0.06;33.23697354409535;0.002517907738242972;0.019087121147208484;0.0036061306503166277;0.030614620116985757;0.007578019863789526;0.0;0.014851491906848514;0.0036061306503166607;0.030614620116986884;0.00757801986378975;39001;45728;
1297;27;7450;1;0;17642;0.12241382015924865;10.821353862479958;8.558491098760353;5598;1.69;0.03;33.57;36.875114748118854;0.0;0.0;79.5;0.12;170.21;0.12;45.78;109.66;76.64;97.01;0.00;;;-2859;12328;27916;35915.0;74534;4.123;25.666431454399998;150693.0;0.7784455128205128;0.2871286989392406;0.004292407077359211;0.001555696044409534;96.95690235641884;0.12;170.21;0.12;76.63791018946931;0.004037548399204148;0.0012101624631636275;0.10753325450760273;1.474327561014882E-4;0.009485422033176644;0.0;0.0;0.10753325450760426;1.4743275610148865E-4;0.009485422033176743;35011;48251;
