PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;LPG_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualLPGBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;LPGConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;LPGBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
5158;4695;1584;278;121;11851;2721;2063;72.0;6.31;3.29;4.93;0.12;0.58;0.25;24.59;14.62;15.78;5.84;7.51;27.37;51.06;0.28;2333.0;2045.0;2757.0;21.0;7274.0;1003.0;3015.0;121.03;4787.264871830419;6.288;16274.30921177763;0.4274735830931796;0.27737202306125286;0.7205282427451907;0.27811803859242595;32.79221476283703;14.62;15.78;11.28;15.37;
30125;4737;1364;17;203;13022;720;546;3590.0;36.84;3.32;4.25;5.97;0.04;0.42;27.03;14.75;13.59;9.09;36.14;7.09;54.47;0.47;597.0;540.0;2941.0;-548.0;3693.0;1518.0;3565.0;6034.79;8916.07375572188;-13.541;27417.201261423106;1.2425824175824178;0.21254616225865375;0.04474019431993093;0.46892969940967605;36.033755158510935;14.75;13.59;2.98;4.07;
5022;5458;1444;277;109;11394;2751;2086;19.0;6.14;3.82;4.49;0.03;0.57;0.23;23.65;16.99;14.38;5.11;7.67;27.66;52.77;0.25;2358.0;2067.0;2849.0;-35.0;7349.0;1068.0;2959.0;31.94;5190.839010312045;5.846;16618.309044464782;0.41628664495114004;0.26565796938730446;0.718713364805047;0.25094338403807426;31.528419723965172;16.99;14.38;11.4;15.54;
41652;11020;1110;516;41;4483;903;685;3268.0;50.93;7.72;3.45;5.44;1.07;0.08;9.3;34.31;11.05;5.20;52.08;10.18;55.29;0.09;934.0;678.0;2986.0;-993.0;3678.0;2256.0;3423.0;5493.51;14559.670793573945;-24.164;32769.51666784459;1.6333048189335615;0.16574193882342114;1.3396823488850023;0.09344174025502683;12.405018595804286;34.31;11.05;3.74;5.1;
5953;8617;1339;143;1262;6138;2745;2081;30.0;7.28;6.04;4.17;0.05;0.3;2.62;12.74;26.82;13.34;3.38;9.59;27.26;50.51;2.91;2303.0;2063.0;2728.0;-258.0;7582.0;1340.0;2928.0;50.43;7224.202822355199;4.189;19155.471297333203;0.42664473684210524;0.24929973394931776;0.3706581263343567;2.9103904823032187;16.98463136873399;26.82;13.34;11.38;15.51;
8861;3122;1404;97;108;15269;2611;1980;265.0;10.84;2.19;4.37;0.44;0.2;0.22;31.69;9.72;13.99;6.08;11.41;25.82;54.40;0.25;2175.0;1962.0;2938.0;-177.0;7008.0;963.0;2990.0;445.46;4464.185648980698;3.775;16143.057177953073;0.564375605033882;0.27938191499869314;0.25127514831320236;0.24934565546653015;42.251379942982936;9.72;13.99;10.82;14.75;
8754;658;2211;97;1692;13508;2752;2087;17.0;10.70;0.46;6.88;0.03;0.2;3.51;28.03;2.05;22.03;8.97;10.34;27.20;39.94;3.90;2291.0;2067.0;2157.0;71.0;7569.0;725.0;3213.0;28.58;3102.0003298018432;7.149;14655.052465622713;0.5835599879117558;0.36951192908672026;0.2524102563058612;3.9005340228649343;37.37822583103219;2.05;22.03;11.4;15.55;
40114;12209;965;185;979;2789;199;151;4506.0;49.05;8.55;3.00;7.50;0.38;2.03;5.79;38.01;9.61;6.40;50.62;2.43;55.23;2.26;233.0;149.0;2982.0;-934.0;3020.0;2326.0;3594.0;7574.58;14986.222275505155;-24.234;36132.74721720145;1.554525627044711;0.14484024690840328;0.478872662509328;2.256766853400628;7.718654432335572;38.01;9.61;.82;1.13;
8131;6947;1151;147;62;10741;2609;1978;269.0;9.94;4.87;3.58;0.45;0.3;0.13;22.29;21.63;11.47;3.81;11.70;25.93;56.75;0.14;2193.0;1960.0;3065.0;-347.0;6955.0;1262.0;2908.0;452.19;6536.472284101733;2.312;18390.17960973784;0.5134061569016881;0.23469340190921195;0.3810541813731683;0.14232376721518453;29.72143869272043;21.63;11.47;10.81;14.74;
41652;11048;1169;27;543;4145;1165;883;2808.0;50.93;7.74;3.64;4.67;0.06;1.13;8.6;34.39;11.64;4.64;52.12;11.48;54.46;1.25;964.0;876.0;2941.0;-1026.0;4105.0;2255.0;3361.0;4720.25;14590.563088261959;-23.930;31918.292346203194;1.6456944041751231;0.17421725028161017;0.07000277766255644;1.2514055199152925;11.468836134027706;34.39;11.64;4.83;6.58;
29116;9932;1315;34;1163;4488;959;727;3170.0;35.60;6.96;4.09;5.27;0.07;2.41;9.31;30.92;13.1;5.92;36.23;9.48;51.07;2.68;799.0;720.0;2758.0;-789.0;4179.0;1909.0;3474.0;5328.77;11866.329779871992;-14.328;30015.698635881152;1.185987619583568;0.1886160087451268;0.0878112168432926;2.6824126172547125;12.419917128817927;30.92;13.1;3.97;5.42;
31381;9555;1435;163;935;4578;2100;1592;1164.0;38.37;6.69;4.47;1.94;0.34;1.94;9.5;29.75;14.3;3.69;39.47;20.98;49.85;2.16;1781.0;1577.0;2692.0;-969.0;5648.0;1918.0;3158.0;1956.68;12044.476020189637;-14.550;25921.692849336217;1.3243326173672902;0.22906642875196465;0.42319116876231666;2.1555090705424855;12.666828324792634;29.75;14.3;8.7;11.86;
39739;12870;976;185;994;1728;47;35;4774.0;48.59;9.01;3.04;7.94;0.38;2.06;3.59;40.06;9.72;6.60;50.35;0.93;54.86;2.29;107.0;34.0;2963.0;-929.0;2773.0;2370.0;3644.0;8025.09;15323.97681100745;-24.348;37043.500129173925;1.5325618945102262;0.13688072113937452;0.478872662509328;2.2913216809090855;4.7825133412231144;40.06;9.72;.19;.26;
36757;6032;2194;137;213;6968;928;703;3225.0;44.95;4.22;6.83;5.37;0.29;0.44;14.46;18.78;21.86;9.59;43.68;9.45;42.75;0.49;812.0;698.0;2309.0;-570.0;3417.0;1709.0;3775.0;5421.22;10996.75271803747;-16.952;28634.113778172967;1.387962480458572;0.23999225298391197;0.35646879125893743;0.4920189792639067;19.280388216025823;18.78;21.86;3.85;5.24;
40249;13087;1132;903;276;654;47;35;4774.0;49.22;9.17;3.52;7.94;1.87;0.57;1.36;40.74;11.28;6.78;50.82;2.79;52.73;0.64;377.0;34.0;2848.0;-916.0;2547.0;2389.0;3697.0;8025.09;15577.14704880375;-24.363;37142.670366970226;1.5302869287991498;0.14140403216892156;2.3418972128712636;0.635299858365142;1.8103833272573018;40.74;11.28;.19;.26;
34910;13138;1353;590;104;2;2273;1723;860.0;42.69;9.20;4.21;1.43;1.22;0.22;0.01;40.9;13.48;2.07;45.43;23.79;51.13;0.24;2084.0;1708.0;2761.0;-1193.0;5468.0;2275.0;3079.0;1445.66;14771.137128730039;-18.549;27922.83341143284;1.492771841609051;0.20603814256507302;1.5296982291325294;0.23987681271649192;0.006773831893192687;40.9;13.48;9.42;12.84;
24643;10621;1295;196;585;3967;2755;2088;13.0;30.13;7.44;4.03;0.02;0.41;1.21;8.23;33.06;12.9;2.17;32.81;27.49;52.30;1.35;2330.0;2070.0;2824.0;-1045.0;6553.0;1874.0;2909.0;21.85;11532.271656765568;-10.060;22903.4879959227;1.1571286801190872;0.23610652942785978;0.5090079275466389;1.3481838734573939;10.97800080773654;33.06;12.9;11.42;15.56;
38436;5038;1156;995;256;12540;2537;1923;396.0;47.00;3.53;3.60;0.66;2.07;0.53;26.02;15.68;11.52;4.15;47.54;27.42;54.30;0.59;2452.0;1905.0;2932.0;-992.0;6490.0;1719.0;2931.0;665.68;10430.877884403822;-17.539;22643.621754113487;1.698094612352168;0.2760385735171501;2.581361590254502;0.5895566175140126;34.69885730506497;15.68;11.52;10.51;14.33;
40955;11027;1108;159;91;4790;741;562;3553.0;50.08;7.72;3.45;5.91;0.33;0.19;9.94;34.33;11.03;5.61;51.18;7.67;56.16;0.21;667.0;557.0;3033.0;-961.0;3397.0;2243.0;3472.0;5972.59;14447.409622373703;-24.045;33184.30600893539;1.597917839054586;0.15468546015094703;0.4113792433176151;0.21090324672515232;13.254254767312014;34.33;11.03;3.07;4.19;
24941;8126;1740;26;454;5876;1942;1472;1442.0;30.50;5.69;5.42;2.40;0.05;0.94;12.19;25.3;17.33;5.24;30.73;19.09;47.88;1.05;1601.0;1459.0;2585.0;-737.0;5210.0;1661.0;3309.0;2424.0;10184.342578654117;-9.380;24270.64727593021;1.0579411764705882;0.23090441602235787;0.06770283420289892;1.0470550810880304;16.259195239448406;25.3;17.33;8.05;10.97;
14331;13895;46;158;5060;614;78;59;4719.0;17.52;9.73;0.14;7.85;0.33;10.5;1.28;43.25;0.46;4.89;21.27;1.17;55.77;11.67;123.0;58.0;3011.0;-736.0;5297.0;1990.0;3327.0;7932.64;11578.992767239708;-6.694;34976.52388127984;0.7655838454784899;0.1685580338484411;0.41073863816938516;11.66870049949399;1.7001804534774543;43.25;0.46;.32;.44;
41887;11027;1108;26;539;4476;1298;984;2574.0;51.22;7.72;3.45;4.28;0.05;1.12;9.29;34.33;11.03;4.24;52.57;12.78;55.29;1.24;1073.0;975.0;2986.0;-1060.0;4322.0;2261.0;3300.0;4326.89;14602.356737006685;-24.080;31458.191890119484;1.6753170156296078;0.17680362726113205;0.06663704543851394;1.242212298306361;12.384408916485606;34.33;11.03;5.38;7.33;
16120;14106;6;492;4715;505;27;21;4808.0;19.71;9.88;0.02;8.00;1.02;9.78;1.05;43.91;0.06;4.89;23.59;1.55;56.29;10.87;208.0;20.0;3040.0;-797.0;5119.0;2045.0;3329.0;8082.24;11975.8701356558;-8.084;35493.49772546401;0.8327485380116959;0.1668618650839202;1.2756609741880205;10.87154868086691;1.397136217806498;43.91;0.06;.11;.16;
8786;30;1234;860;48;20021;2755;2089;12.0;10.74;0.02;3.84;0.02;1.79;0.1;41.55;0.09;12.29;7.00;11.02;29.22;55.51;0.11;2581.0;2070.0;2998.0;-94.0;7633.0;727.0;2888.0;20.17;2798.807683946434;5.388;14079.315073937636;0.5998668442077231;0.32495736196838043;2.2319812487307313;0.11075974311684657;55.39964752165752;0.09;12.29;11.42;15.57;
30190;5932;1738;366;1725;7563;1662;1260;1934.0;36.92;4.15;5.41;3.22;0.76;3.58;15.7;18.47;17.32;6.79;36.35;17.23;44.01;3.98;1499.0;1249.0;2377.0;-684.0;5442.0;1594.0;3395.0;3251.05;9734.665467028077;-11.600;25404.773153943443;1.2392990519965525;0.27314962612282945;0.9506862013313602;3.9772853946071725;20.92845060123968;18.47;17.32;6.89;9.39;
40161;13383;850;41;1689;1012;28;21;4807.0;49.11;9.37;2.65;8.00;0.08;3.51;2.1;41.66;8.47;6.27;51.23;0.39;54.88;3.89;39.0;22.0;2963.0;-971.0;3035.0;2425.0;3609.0;8080.56;15674.249110950233;-24.858;37765.16775159251;1.5612272603855553;0.13965827468098943;0.1060797803382933;3.8949703939310725;2.7990066376468605;41.66;8.47;.12;.16;
15124;4566;1202;131;111;14037;2407;1825;624.0;18.49;3.20;3.74;1.04;0.27;0.23;29.13;14.21;11.97;5.05;19.08;23.92;56.61;0.26;2021.0;1809.0;3057.0;-527.0;6472.0;1212.0;2986.0;1048.94;6277.076762904525;-1.707;18637.461042447023;0.7793927648578811;0.25298190746260446;0.33955745765749934;0.2563152458693936;38.84051493351772;14.21;11.97;9.98;13.6;
5125;12403;1144;101;900;1799;2762;2094;0.0;6.27;8.69;3.56;0.00;0.21;1.87;3.73;38.61;11.4;1.91;10.42;27.31;53.24;2.07;2300.0;2076.0;2875.0;-407.0;7391.0;1632.0;2858.0;0.0;9322.573926098665;2.716;21203.573926098667;0.4145931405514459;0.21343071312032544;0.26271921227508127;2.074187238791457;4.978301875604083;38.61;11.4;11.45;15.6;
5024;7418;1133;18;710;9603;2538;1924;394.0;6.14;5.20;3.53;0.66;0.04;1.47;19.93;23.09;11.29;3.88;8.16;24.91;55.44;1.64;2086.0;1907.0;2994.0;-147.0;7282.0;1238.0;2922.0;662.31;6298.857785483783;4.422;18808.183756861574;0.3964438590714521;0.23487849832534868;0.045601696148797145;1.6371535782627047;26.570808067829205;23.09;11.29;10.52;14.34;
5225;9975;889;100;1424;6142;2492;1890;474.0;6.39;6.99;2.77;0.79;0.21;2.96;12.75;31.05;8.86;2.50;9.44;24.67;55.81;3.28;2079.0;1873.0;3014.0;-313.0;7489.0;1456.0;2857.0;796.79;7814.934402157658;3.171;20900.97630681013;0.4014794889038332;0.21940998391629082;0.259441723044425;3.283764855134253;16.99582298228259;31.05;8.86;10.33;14.08;
41877;6382;1210;642;166;10708;396;300;4160.0;51.21;4.47;3.77;6.92;1.33;0.35;22.22;19.87;12.05;8.79;50.90;5.55;54.46;0.38;566.0;297.0;2941.0;-717.0;3230.0;1890.0;3614.0;6992.96;11826.24371677659;-22.588;31829.4722470599;1.6189313805261727;0.19858414115569029;1.665119919591241;0.38390729707478716;29.62957819774842;19.87;12.05;1.64;2.24;
20217;5858;1137;272;395;11987;2735;2073;48.0;24.72;4.10;3.54;0.08;0.56;0.82;24.88;18.24;11.32;3.68;26.01;27.49;55.96;0.91;2343.0;2054.0;3022.0;-790.0;6897.0;1419.0;2862.0;80.69;7888.527420301145;-5.389;19196.556980265952;0.9963087248322149;0.2606286616975262;0.7054593845395075;0.909742651102128;33.167568162900274;18.24;11.32;11.33;15.45;
17645;3311;1211;78;397;15644;1976;1498;1382.0;21.58;2.32;3.77;2.30;0.16;0.82;32.47;10.31;12.06;6.44;21.39;19.55;56.17;0.92;1648.0;1485.0;3033.0;-480.0;5956.0;1164.0;3123.0;2323.14;6013.7035790625105;-3.244;20000.47132638259;0.8629457364341085;0.2553864792920196;0.20289094757904233;0.9151065621973836;43.28914536331025;10.31;12.06;8.19;11.16;
24230;2007;1162;42;1954;16314;2762;2094;0.0;29.63;1.41;3.62;0.00;0.09;4.06;33.86;6.25;11.58;5.26;29.79;27.16;52.95;4.51;2278.0;2076.0;2859.0;-713.0;7628.0;1196.0;2864.0;0.0;6346.866241422016;-6.008;18034.866241422016;1.176174496644295;0.3190008094551766;0.10814157195910516;4.506102305084519;45.14085323676246;6.25;11.58;11.45;15.6;
33759;12933;1018;85;389;2137;2543;1928;385.0;41.28;9.06;3.17;0.64;0.18;0.81;4.44;40.26;10.14;1.52;45.17;25.13;56.24;0.90;2116.0;1911.0;3037.0;-1274.0;6055.0;2253.0;2883.0;647.18;14377.115474849885;-18.225;26611.06090373428;1.5568522840946983;0.20940324247693987;0.2211921154772859;0.8975587559612673;5.913497005163676;40.26;10.14;10.54;14.37;
5080;13800;1091;3;110;849;2566;1946;344.0;6.21;9.67;3.40;0.57;0.01;0.23;1.76;42.96;10.87;1.69;10.71;25.14;56.05;0.25;2104.0;1927.0;3027.0;-443.0;6725.0;1743.0;2901.0;578.26;10143.856193871596;1.477;22444.734706952713;0.41127694859038144;0.18288986009364055;0.0066524506352915735;0.2527037918974933;2.3487467335342216;42.96;10.87;10.63;14.5;
9613;12488;1127;300;531;1926;127;96;4633.0;11.76;8.75;3.51;7.71;0.62;1.1;4.0;38.88;11.22;7.00;13.41;2.03;53.92;1.22;217.0;96.0;2912.0;-277.0;3292.0;1729.0;3671.0;7788.07;10116.628041678392;-2.887;31359.189527448245;0.5457219251336899;0.1283282630017009;0.7783619642140757;1.2234665174086246;5.328242781036762;38.88;11.22;.53;.72;
29863;12670;1154;326;291;1736;56;43;4757.0;36.52;8.87;3.59;7.91;0.68;0.6;3.6;39.44;11.5;6.99;37.99;1.40;54.11;0.67;169.0;42.0;2922.0;-788.0;2556.0;2147.0;3701.0;7996.51;13602.519541156977;-17.257;34892.99072350258;1.193736730360934;0.13100493489601067;0.8456984218054531;0.6703482753298492;4.804502176604383;39.44;11.5;.23;.32;
5224;3249;1737;1579;244;11864;2761;2093;2.0;6.39;2.28;5.41;0.00;3.28;0.51;24.62;10.12;17.3;6.86;7.24;31.13;45.47;0.56;2855.0;2074.0;2455.0;103.0;7672.0;883.0;3053.0;3.36;3963.2481962438287;8.071;15576.666094575696;0.4463437796771131;0.3259291450687966;4.097259055829217;0.5623271115095079;32.8280365999258;10.12;17.3;11.44;15.59;
27084;14111;1010;71;128;687;362;274;4220.0;33.12;9.88;3.14;7.02;0.15;0.26;1.42;43.93;10.06;5.38;35.34;3.72;56.81;0.29;322.0;272.0;3068.0;-883.0;2901.0;2212.0;3558.0;7093.82;13974.298048155199;-16.123;34077.06352839452;1.1205283434232252;0.11607769117919893;0.18356845671478697;0.29422732847874056;1.899949556082799;43.93;10.06;1.5;2.04;
5024;13564;1100;660;538;74;261;198;4397.0;6.14;9.50;3.42;7.31;1.37;1.12;0.15;42.22;10.96;6.26;8.28;4.27;52.98;1.24;463.0;196.0;2861.0;-51.0;3817.0;1723.0;3620.0;7391.35;9994.637000497061;0.215;31065.88648310661;0.39393118396098614;0.12674551984566043;1.7114061747770486;1.2413675792183805;0.20359199072900017;42.22;10.96;1.08;1.48;
5356;11497;1166;242;296;3518;62;47;4747.0;6.55;8.05;3.63;7.90;0.5;0.61;7.3;35.79;11.61;7.84;8.04;1.24;54.47;0.68;142.0;47.0;2941.0;62.0;3407.0;1564.0;3702.0;7979.7;8820.022788326547;0.353;30352.404479012817;0.42110845929461677;0.12927609007741195;0.6282146171848982;0.6833331837797665;9.733162365408804;35.79;11.61;.26;.35;
31632;9024;1211;97;2012;5441;10;8;4838.0;38.68;6.32;3.77;8.05;0.2;4.18;11.29;28.09;12.06;8.77;39.07;0.35;50.17;4.64;45.0;7.0;2709.0;-649.0;3272.0;1893.0;3734.0;8132.67;11713.117667970624;-16.320;33718.013732756845;1.2589473684210526;0.1884640358928917;0.2513091500023276;4.639041471112246;15.055411489302793;28.09;12.06;.04;.06;
33393;7969;1512;434;24;7227;2761;2093;2.0;40.83;5.58;4.71;0.00;0.9;0.05;15.0;24.81;15.07;3.29;42.12;28.15;51.00;0.06;2424.0;2074.0;2754.0;-1025.0;6291.0;1830.0;2978.0;3.36;11442.284409059503;-14.838;22546.70230739137;1.470055033991583;0.25704423974083646;1.1249014999845985;0.05592620715923555;19.99648557477475;24.81;15.07;11.44;15.59;
5263;1635;1101;646;995;17519;2757;2090;9.0;6.44;1.15;3.43;0.02;1.34;2.07;36.36;5.09;10.97;6.24;7.49;28.68;54.84;2.30;2501.0;2072.0;2961.0;48.0;8181.0;790.0;2846.0;15.13;3015.6748251060912;7.274;14857.055367599492;0.46338170772865345;0.31723670755036854;1.676122129831708;2.2953377045496164;48.4748329473424;5.09;10.97;11.43;15.57;
28669;5703;1262;133;647;11503;2605;1975;276.0;35.06;3.99;3.93;0.46;0.28;1.34;23.87;17.75;12.57;4.06;35.84;25.87;54.02;1.49;2185.0;1958.0;2917.0;-892.0;6576.0;1570.0;2945.0;463.96;9231.471091479958;-11.113;21070.141061277598;1.3052011776251229;0.26503378679334305;0.34585433889412154;1.4926304347834642;31.83050507661604;17.75;12.57;10.8;14.72;
25180;8532;1370;69;1820;5636;10;7;4839.0;30.79;5.98;4.26;8.05;0.14;3.78;11.7;26.56;13.65;9.39;30.96;0.27;48.79;4.20;33.0;7.0;2635.0;-508.0;3221.0;1717.0;3787.0;8134.35;10380.202912565266;-11.429;32213.807926517416;1.0483242400623538;0.1922993441754599;0.17789044473738047;4.196897740540732;15.594266250008623;26.56;13.65;.04;.05;
12754;3893;1210;315;902;14032;2407;1825;624.0;15.60;2.73;3.77;1.04;0.65;1.87;29.12;12.12;12.06;5.46;16.10;24.40;53.97;2.08;2091.0;1809.0;2915.0;-409.0;6954.0;1112.0;2989.0;1048.94;5478.822641697903;0.735;18224.2069212404;0.6957082929977413;0.27642977421821774;0.8178913076760012;2.080131567780847;38.82624136349001;12.12;12.06;9.98;13.6;
19173;2663;1421;184;437;15459;2117;1605;1134.0;23.45;1.86;4.42;1.89;0.38;0.91;32.08;8.29;14.16;6.85;22.97;21.21;53.14;1.01;1804.0;1590.0;2869.0;-477.0;6078.0;1132.0;3149.0;1906.25;5917.405291503207;-3.461;19348.353645671785;0.9178208679593721;0.27614969872215744;0.47749141606108836;1.008780499051137;42.776353736045614;8.29;14.16;8.77;11.96;
42000;2570;1987;299;8;13197;79;60;4717.0;51.36;1.80;6.19;7.85;0.62;0.02;27.39;8.0;19.79;13.28;49.52;1.56;46.52;0.02;178.0;60.0;2512.0;-386.0;2419.0;1553.0;3970.0;7929.27;9733.572618438318;-20.350;30453.68583414658;1.56141223272004;0.24678852963691242;0.776400256688175;0.019348527168130982;36.51669125495441;8.0;19.79;.33;.45;
5204;12907;1158;385;264;1326;617;468;3771.0;6.36;9.04;3.61;6.27;0.8;0.55;2.75;40.18;11.54;5.68;8.32;7.05;53.90;0.61;651.0;464.0;2910.0;-82.0;4141.0;1672.0;3528.0;6339.05;9643.032552290315;0.460;29199.4798570255;0.3882418191902385;0.1325156135674632;0.9994209675314805;0.6089255441918021;3.67000950583057;40.18;11.54;2.56;3.49;
27950;13477;915;707;84;1497;2151;1631;1074.0;34.18;9.44;2.85;1.79;1.47;0.17;3.11;41.95;9.12;1.73;37.83;22.89;56.59;0.19;2028.0;1615.0;3056.0;-1179.0;5618.0;2185.0;2971.0;1805.39;13713.747131584312;-14.632;27397.15853579688;1.2835820895522387;0.19037841048087115;1.8348051516887771;0.19332879677076262;4.142064157052502;41.95;9.12;8.91;12.15;
5080;13067;1091;130;398;1533;74;56;4726.0;6.21;9.15;3.40;7.86;0.27;0.83;3.18;40.68;10.87;6.97;8.20;1.07;55.09;0.92;110.0;56.0;2975.0;-4.0;3407.0;1686.0;3674.0;7944.4;9701.735175518668;-0.234;31271.228933720333;0.4051816239316239;0.11464153682685928;0.3369319199715862;0.9169360851698763;4.241416802489701;40.68;10.87;.31;.42;
38197;12454;997;1782;937;713;36;27;4793.0;46.71;8.72;3.10;7.97;3.7;1.95;1.48;38.77;9.93;6.83;48.30;4.97;50.43;2.16;699.0;27.0;2723.0;-895.0;3123.0;2305.0;3656.0;8057.03;14821.954290925465;-22.011;36889.947643244675;1.48;0.1713848624065325;4.622483569233375;2.1611318452111723;1.9728664046486963;38.77;9.93;.15;.2;
38664;11724;1104;423;313;3276;2543;1928;385.0;47.28;8.21;3.44;0.64;0.88;0.65;6.8;36.5;11.0;1.82;50.35;26.01;54.68;0.72;2243.0;1911.0;2953.0;-1262.0;6068.0;2252.0;2912.0;647.18;14485.253437267862;-20.828;26760.19886615226;1.724058162590879;0.22272614012335312;1.0975508731948487;0.7218505974901768;9.064152015862028;36.5;11.0;10.54;14.37;
14602;6553;1140;382;641;10574;351;266;4239.0;17.86;4.59;3.55;7.05;0.79;1.33;21.94;20.4;11.35;9.04;18.01;4.42;54.76;1.48;431.0;263.0;2957.0;-271.0;3784.0;1361.0;3605.0;7125.76;7372.819010039673;-3.673;27606.054524431733;0.7354540511147364;0.19134354951621313;0.9902856629304054;1.4788674128165153;29.259898433277332;20.4;11.35;1.45;1.98;
36067;8580;1032;66;1135;7873;2608;1977;271.0;44.10;6.01;3.21;0.45;0.14;2.35;16.34;26.71;10.28;2.52;46.09;25.71;55.17;2.62;2161.0;1960.0;2979.0;-1138.0;6638.0;1956.0;2867.0;455.55;12141.145546213387;-17.676;24336.270770181363;1.62902144772118;0.24757076068132117;0.17082340655728742;2.6162057338335996;21.78499621766032;26.71;10.28;10.81;14.73;
29485;11143;1100;106;1303;3496;2712;2056;88.0;36.06;7.80;3.42;0.15;0.22;2.7;7.26;34.69;10.95;1.83;39.24;26.83;53.03;3.00;2261.0;2038.0;2864.0;-1166.0;6766.0;2022.0;2858.0;147.93;12606.504462120187;-13.773;24490.891988722335;1.3805042016806723;0.2407869715368586;0.2744518027748238;3.0035961261895725;9.674282130405485;34.69;10.95;11.24;15.32;
16709;52;1270;392;283;20046;2551;1934;371.0;20.43;0.04;3.95;0.62;0.81;0.59;41.6;0.16;12.65;6.99;20.01;26.00;55.67;0.65;2237.0;1916.0;3006.0;-396.0;6970.0;886.0;2964.0;623.65;4140.831056066004;-0.500;15965.851196627327;0.8780487804878049;0.3111612265342869;1.0168905448599006;0.653534966393424;55.46753636314494;0.16;12.65;10.57;14.41;
15595;10552;1022;494;1083;4587;563;427;3866.0;19.07;7.39;3.18;6.43;1.02;2.25;9.52;32.85;10.18;6.30;20.27;6.79;53.75;2.50;647.0;422.0;2903.0;-530.0;4090.0;1702.0;3499.0;6498.74;9919.736108234945;-5.709;29683.533583733813;0.7423861413802738;0.1665098357020931;1.280325613586274;2.4982669367419588;12.69264472581404;32.85;10.18;2.33;3.18;
7751;600;977;319;1322;19665;2759;2092;5.0;9.48;0.42;3.04;0.01;0.66;2.74;40.81;1.87;9.73;6.21;10.18;27.85;56.75;3.05;2381.0;2072.0;3065.0;-103.0;8194.0;765.0;2802.0;8.4;2890.4822106911256;5.659;14665.026956520793;0.5607252822442697;0.3222177424791526;0.8287097404400637;3.0485931617866338;54.41545520605491;1.87;9.73;11.43;15.59;
31610;12415;1135;50;1781;998;676;513;3667.0;38.65;8.70;3.53;6.10;0.1;3.7;2.07;38.65;11.3;5.34;40.18;6.75;51.07;4.11;573.0;508.0;2758.0;-905.0;3966.0;2163.0;3502.0;6164.22;13734.864980054053;-17.345;33299.58157153215;1.2711533091315272;0.16967352670025626;0.13054607670885585;4.107085795613668;2.761005834346074;38.65;11.3;2.8;3.82;
16648;3311;1211;78;397;15644;1972;1495;1389.0;20.36;2.32;3.77;2.31;0.16;0.82;32.47;10.31;12.06;6.48;20.20;19.51;56.17;0.92;1645.0;1481.0;3033.0;-450.0;5979.0;1144.0;3124.0;2334.91;5847.7035790625105;-2.549;19857.433970544127;0.8270303781773094;0.25521405833703875;0.20289094757904233;0.9151065621973836;43.28914536331025;10.31;12.06;8.17;11.14;
41006;13208;1100;508;152;1146;254;193;4409.0;50.14;9.25;3.42;7.33;1.05;0.31;2.38;41.12;10.96;6.09;51.85;3.81;54.57;0.35;400.0;190.0;2947.0;-966.0;2706.0;2415.0;3621.0;7411.53;15768.396214509377;-25.139;36454.15308711013;1.5689141619279718;0.1346777595515095;1.3177748922311938;0.34989447337409335;3.1721560691430644;41.12;10.96;1.05;1.44;
5057;204;1101;621;1020;19665;2760;2092;4.0;6.18;0.14;3.43;0.01;1.29;2.12;40.81;0.63;10.97;7.01;7.02;28.64;55.21;2.35;2494.0;2074.0;2981.0;124.0;8287.0;673.0;2843.0;6.72;2232.6748251060912;7.991;14046.510621769825;0.47366644159351784;0.3344252020496982;1.611628408057372;2.3526654572379155;54.41545520605491;0.63;10.97;11.44;15.59;
38108;3832;1835;204;485;11650;2546;1930;380.0;46.60;2.68;5.71;0.63;0.42;1.01;24.18;11.93;18.28;5.94;45.99;25.46;47.15;1.12;2162.0;1913.0;2546.0;-825.0;6114.0;1582.0;3153.0;638.78;9810.335059796098;-16.036;21688.735742850822;1.5968634686346865;0.2963594488352914;0.5285612709004714;1.119329368478852;32.236226645707006;11.93;18.28;10.55;14.38;
