PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;LPG_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualLPGBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;LPGConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;LPGBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
5063;7877;1179;568;140;8716;1290;978;2588.0;6.19;5.52;3.67;4.31;1.18;0.29;18.09;24.52;11.74;6.32;7.17;14.11;54.77;0.32;1271.0;970.0;2957.0;43.0;5369.0;1273.0;3326.0;4350.43;6592.831750974781;3.282;23571.592192410644;0.39490632318501173;0.19383659702656486;1.473060469125701;0.32318018198160176;24.116723859880434;24.52;11.74;5.35;7.29;
16030;3650;1117;937;35;15089;2592;1965;299.0;19.60;2.56;3.48;0.50;1.94;0.07;31.31;11.36;11.13;4.93;20.24;27.81;55.96;0.08;2475.0;1947.0;3022.0;-564.0;6950.0;1163.0;2900.0;502.62;5897.144505243153;-1.451;17720.120305857265;0.834549071618037;0.2789590762322317;2.430203357895922;0.08083764114900495;41.75278259011199;11.36;11.13;10.74;14.64;
34116;12752;1130;637;806;902;7;5;4844.0;41.72;8.93;3.52;8.06;1.32;1.67;1.87;39.7;11.26;7.04;43.23;1.72;52.12;1.86;245.0;5.0;2814.0;-838.0;2723.0;2240.0;3709.0;8142.76;14353.808569690225;-19.900;36147.95832947204;1.3313029661016946;0.1454366813018023;1.6529814936299763;1.8594428614522993;2.4957180656662286;39.7;11.26;.03;.04;
21784;6517;1332;243;4;10484;2279;1728;849.0;26.64;4.56;4.14;1.41;0.5;0.01;21.76;20.29;13.26;4.53;27.29;22.95;54.37;0.01;1959.0;1711.0;2936.0;-741.0;5918.0;1492.0;3069.0;1427.17;8591.69017310055;-7.015;21370.588014978082;1.0028364323983612;0.23785808366904354;0.6310403894844976;0.008529791299867718;29.010271650130033;20.29;13.26;9.44;12.88;
18420;8582;1185;133;98;8108;2707;2053;96.0;22.52;6.01;3.69;0.16;0.28;0.2;16.83;26.71;11.8;2.78;24.59;26.86;55.83;0.22;2269.0;2034.0;3015.0;-846.0;6576.0;1595.0;2886.0;161.38;9241.995887790179;-5.395;20559.055007719795;0.9114219114219114;0.23173233776065946;0.3442202715565632;0.22488077994349598;22.43457798960503;26.71;11.8;11.22;15.3;
38109;8462;1436;562;283;6465;1736;1316;1804.0;46.60;5.93;4.47;3.00;1.17;0.59;13.42;26.34;14.31;4.83;47.01;18.46;50.81;0.65;1634.0;1304.0;2744.0;-942.0;4946.0;1967.0;3272.0;3032.52;12506.191916082129;-19.181;27578.13621142614;1.540564635958395;0.22355838216732782;1.458149368536535;0.6520947774753962;17.88883889951078;26.34;14.31;7.19;9.81;
12101;2764;1334;42;976;15331;2587;1961;308.0;14.80;1.94;4.15;0.51;0.09;2.02;31.82;8.6;13.29;5.95;15.14;25.44;53.18;2.25;2134.0;1943.0;2872.0;-338.0;7200.0;1003.0;2974.0;517.75;4774.048853586509;1.873;16785.40519669402;0.6838521400778209;0.29359047736941335;0.10882050031695305;2.2499709082329096;42.422812853060584;8.6;13.29;10.72;14.61;
40460;239;1365;13;556;19417;2355;1785;716.0;49.48;0.17;4.25;1.19;0.03;1.15;40.3;0.75;13.6;6.96;48.28;23.09;54.66;1.28;1934.0;1769.0;2952.0;-760.0;6252.0;1371.0;3057.0;1203.6;8195.84253698139;-17.348;20815.45013978977;1.7469955724225175;0.301051930917318;0.033911369926016816;1.2820715308966502;53.72808473224844;0.75;13.6;9.76;13.3;
5170;846;1215;257;465;19076;2590;1963;303.0;6.32;0.59;3.78;0.50;0.53;0.97;39.59;2.63;12.1;7.23;6.97;26.03;56.07;1.07;2218.0;1945.0;3028.0;138.0;7637.0;720.0;2934.0;509.34;2634.1632358095135;7.195;14745.97483308736;0.4661851608667104;0.30860968452817583;0.6661658276133622;1.073177741365745;52.78344552955454;2.63;12.1;10.73;14.63;
24613;11640;1362;46;418;2437;2339;1774;743.0;30.10;8.15;4.24;1.24;0.1;0.87;5.06;36.23;13.56;2.47;32.36;23.03;52.04;0.96;1934.0;1757.0;2810.0;-1006.0;5776.0;1950.0;3061.0;1248.98;12157.700164856145;-10.883;24957.449395144726;1.100126342387871;0.20770461348611327;0.1206212085501931;0.9644910045812906;6.7439107888008865;36.23;13.56;9.69;13.22;
30201;9212;1049;71;903;7067;741;562;3553.0;36.93;6.45;3.27;5.91;0.15;1.87;14.67;28.68;10.45;6.29;37.62;7.44;55.40;2.08;634.0;557.0;2992.0;-786.0;3945.0;1888.0;3453.0;5972.59;11549.99608554517;-15.565;30460.892472106854;1.2417986425339362;0.17671954648254112;0.18373493075080755;2.0832384800569304;19.554881135871835;28.68;10.45;3.07;4.19;
14345;1764;1465;70;518;16631;2358;1787;711.0;17.54;1.24;4.56;1.18;0.15;1.08;34.51;5.49;14.59;7.06;17.21;23.26;52.88;1.20;1956.0;1771.0;2856.0;-322.0;6598.0;963.0;3089.0;1195.19;4644.896275020115;0.534;17220.959131998825;0.7603383458646616;0.29328897170400914;0.18188086465884645;1.1950046055132801;46.01915850088721;5.49;14.59;9.77;13.31;
38427;8675;1213;135;839;7089;6;5;4845.0;46.99;6.08;3.77;8.06;0.28;1.74;14.71;27.01;12.08;8.90;47.25;0.41;53.37;1.94;57.0;4.0;2882.0;-710.0;2746.0;2002.0;3736.0;8144.44;12634.248645890564;-21.466;34243.107354838314;1.4772428308339909;0.17183708621452456;0.3498179955317776;1.9356090891405122;19.616491115856487;27.01;12.08;.02;.04;
9765;1865;1338;67;146;17463;2754;2088;14.0;11.94;1.31;4.17;0.02;0.14;0.3;36.24;5.81;13.33;6.24;12.41;27.14;55.58;0.34;2281.0;2069.0;3001.0;-211.0;7272.0;886.0;2925.0;23.53;3957.143916436588;3.654;15078.069204759655;0.6140928547909121;0.29481895096012006;0.17298715312546348;0.33670939110301334;48.320250381217214;5.81;13.33;11.41;15.56;
36012;1163;1558;67;269;17339;2754;2088;14.0;44.04;0.81;4.85;0.02;0.14;0.56;35.98;3.62;15.52;6.22;43.32;27.14;52.50;0.62;2281.0;2069.0;2835.0;-779.0;6605.0;1345.0;2996.0;23.53;7947.367848319909;-14.000;18931.29313664298;1.5954911433172303;0.3090110880112931;0.17298715312546348;0.6213675725021123;47.97866056353829;3.62;15.52;11.41;15.56;
11545;7429;1691;20;270;7349;2718;2060;78.0;14.12;5.20;5.26;0.13;0.04;0.56;15.25;23.13;16.84;4.32;15.37;26.66;49.24;0.62;2233.0;2041.0;2659.0;-468.0;6666.0;1341.0;3051.0;131.12;7523.091958363941;0.796;18792.389993306755;0.6236933797909406;0.25280999518135583;0.05219465912258495;0.6224064767297166;20.334381478753695;23.13;16.84;11.26;15.35;
35792;5881;1366;543;518;10457;328;248;4280.0;43.77;4.12;4.25;7.12;1.13;1.07;21.7;18.31;13.61;9.61;43.24;4.62;51.82;1.19;473.0;247.0;2798.0;-599.0;3255.0;1721.0;3688.0;7194.68;10548.50929966138;-17.810;30806.811729856712;1.4074567243675102;0.21111807942016217;1.4094776576581296;1.1941499244791458;28.93560490831061;18.31;13.61;1.36;1.85;
40544;7469;1341;197;356;8704;177;134;4545.0;49.58;5.23;4.17;7.56;0.41;0.74;18.06;23.25;13.36;9.20;49.40;2.24;53.15;0.82;219.0;132.0;2870.0;-689.0;2780.0;1942.0;3725.0;7640.14;12290.818474486361;-22.268;33049.992433654064;1.5457662885782113;0.18307522034347767;0.5119135027603837;0.820630736502816;24.083533382375;23.25;13.36;.73;1;
5462;8742;1423;167;545;6241;2684;2035;137.0;6.68;6.12;4.43;0.23;0.35;1.13;12.95;27.21;14.18;3.60;8.86;26.71;51.29;1.26;2261.0;2016.0;2769.0;-203.0;7195.0;1336.0;2973.0;230.3;7238.374379306035;4.253;19113.500415038925;0.40402075226977946;0.2367450905665219;0.4328431725881961;1.2567670163295963;17.268809659747774;27.21;14.18;11.12;15.16;
29842;9245;1039;579;2;7460;2665;2021;170.0;36.49;6.48;3.24;0.28;1.2;0.01;15.48;28.78;10.35;2.29;38.86;27.60;56.62;0.01;2401.0;2002.0;3057.0;-1099.0;6414.0;1884.0;2852.0;285.77;11507.690229543963;-13.702;23118.211587752656;1.3855218855218854;0.23397286199650166;1.5008168892959088;0.005615147630098265;20.643141712335925;28.78;10.35;11.04;15.06;
5063;7910;1168;40;681;8703;1290;978;2588.0;6.19;5.54;3.64;4.31;0.08;1.41;18.06;24.62;11.64;6.28;7.19;12.74;54.86;1.57;1072.0;970.0;2962.0;39.0;5470.0;1276.0;3322.0;4350.43;6609.3953093734535;3.145;23688.155750809317;0.39466744799296816;0.1925857411102029;0.10340565809290259;1.5703248054479344;24.08111544348915;24.62;11.64;5.35;7.29;
10241;6992;1215;344;276;9957;1947;1476;1433.0;12.52;4.90;3.78;2.38;0.71;0.57;20.66;21.76;12.11;5.04;13.41;19.96;54.76;0.64;1724.0;1463.0;2957.0;-352.0;5996.0;1305.0;3134.0;2408.87;6929.55600440722;0.574;21246.48015918991;0.5705009276437848;0.22166556704416798;0.8923109185204919;0.6368364524148422;27.55100016046993;21.76;12.11;8.07;11;
34098;11682;1254;4;10;3339;498;377;3981.0;41.70;8.18;3.90;6.62;0.01;0.02;6.93;36.37;12.49;6.29;42.76;4.88;54.70;0.02;409.0;373.0;2954.0;-854.0;2938.0;2149.0;3597.0;6692.06;13735.692734150913;-19.605;33204.01936373213;1.3365122615803815;0.14151849445172004;0.010108287466828464;0.023930161100752544;9.239933800625488;36.37;12.49;2.06;2.81;
14195;2566;1465;242;329;15446;2358;1787;711.0;17.36;1.80;4.56;1.18;0.5;0.68;32.05;7.99;14.59;6.67;17.20;23.71;52.72;0.76;2021.0;1771.0;2847.0;-351.0;6521.0;1023.0;3089.0;1195.19;5039.795326259424;0.345;17598.85818323813;0.7478070175438596;0.2850959356221419;0.6282745152360432;0.7584307127551004;42.73917098989201;7.99;14.59;9.77;13.31;
38968;2124;1371;724;222;16184;2486;1885;485.0;47.65;1.49;4.27;0.81;1.5;0.46;33.59;6.61;13.66;5.88;47.07;26.23;53.05;0.51;2310.0;1867.0;2865.0;-838.0;6377.0;1489.0;3017.0;815.28;8913.68826721628;-16.603;21110.52861269402;1.693857965451056;0.298140270594285;1.8787424951758265;0.5122733627719527;44.782490361696354;6.61;13.66;10.3;14.05;
20806;7987;1781;85;202;6081;677;513;3666.0;25.44;5.59;5.54;6.10;0.18;0.42;12.62;24.86;17.74;8.67;25.18;6.85;47.91;0.46;586.0;509.0;2587.0;-437.0;3408.0;1565.0;3715.0;6162.54;9422.061963854849;-7.566;28041.069606167017;0.8950290851401376;0.19592246248750025;0.221589670176362;0.4647045016250215;16.82759410515951;24.86;17.74;2.81;3.82;
5634;12085;438;847;2369;3453;1250;948;2658.0;6.89;8.46;1.36;4.42;1.76;4.92;7.17;37.62;4.36;3.27;9.96;14.44;56.58;5.46;1342.0;939.0;3055.0;-319.0;6374.0;1654.0;3092.0;4468.1;9047.767007420303;1.073;27368.15389047152;0.4139549436795995;0.18019081198929965;2.196077702482977;5.4632498806403325;9.554164036985073;37.62;4.36;5.18;7.06;
38724;9033;1577;432;444;4903;243;184;4429.0;47.35;6.33;4.91;7.37;0.9;0.92;10.18;28.12;15.71;8.78;47.31;3.50;48.72;1.02;361.0;183.0;2631.0;-702.0;2768.0;2017.0;3782.0;7445.15;12985.571982603908;-20.939;33550.50783852332;1.4583983359334376;0.1856739652515062;1.1207479062437458;1.024477476886971;13.566713779396709;28.12;15.71;1.01;1.37;
5462;2789;1423;278;434;15171;2684;2035;137.0;6.68;1.95;4.43;0.23;0.58;0.9;31.48;8.68;14.18;6.48;7.57;27.00;52.83;1.00;2303.0;2016.0;2853.0;58.0;7520.0;868.0;2973.0;230.3;3696.853894304798;6.665;15428.979930037685;0.4555771725032426;0.29643995861883643;0.7216374598874455;1.0000609831747078;41.97812869209464;8.68;14.18;11.12;15.16;
21614;10180;1002;163;1207;5450;179;135;4542.0;26.43;7.13;3.12;7.56;0.34;2.51;11.31;31.69;9.98;7.44;27.44;2.17;54.69;2.78;208.0;134.0;2953.0;-605.0;3406.0;1794.0;3613.0;7635.1;10692.431595468635;-10.321;31809.47870713854;0.9462832338578405;0.1585954902329588;0.42259565664967447;2.783875984160081;15.081049710076007;31.69;9.98;.74;1.01;
38066;8538;1686;224;620;5153;1706;1294;1856.0;46.55;5.98;5.25;3.09;0.47;1.29;10.69;26.58;16.8;5.33;46.64;17.29;47.48;1.43;1482.0;1282.0;2564.0;-897.0;4824.0;1959.0;3365.0;3119.93;12603.27680300711;-18.834;27779.08645497966;1.5055040556199306;0.2293223959229269;0.5822669633262819;1.4296401193855441;14.258749823354655;26.58;16.8;7.07;9.64;
24665;2870;1334;257;285;15645;2629;1993;234.0;30.16;2.01;4.15;0.39;0.53;0.59;32.47;8.93;13.29;5.44;30.18;26.42;54.46;0.66;2250.0;1976.0;2941.0;-703.0;6672.0;1263.0;2962.0;393.35;6945.222288287139;-7.109;18476.116393115575;1.1595052083333333;0.2867686391783249;0.6661658276133622;0.6575207304937756;43.291842947996535;8.93;13.29;10.9;14.85;
5170;592;1168;257;464;19679;2657;2014;185.0;6.32;0.41;3.64;0.31;0.53;0.96;40.84;1.84;11.64;7.13;7.04;26.69;56.76;1.07;2273.0;1996.0;3065.0;129.0;7770.0;702.0;2897.0;310.98;2502.078597970859;7.274;14372.234193668555;0.4702953866578161;0.3120337033386401;0.6661658276133622;1.0700935436519705;54.45420002728034;1.84;11.64;11.01;15.01;
34063;11369;1299;14;22;3574;573;434;3849.0;41.65;7.96;4.04;6.40;0.03;0.05;7.42;35.39;12.94;6.29;42.58;5.64;54.13;0.05;474.0;430.0;2923.0;-846.0;3043.0;2121.0;3588.0;6470.17;13551.977546832684;-19.298;32730.722886510677;1.3345166575641727;0.14751078780752586;0.03702971870517508;0.05017277404105778;9.890745804528501;35.39;12.94;2.37;3.23;
15541;5520;1160;246;325;12476;2747;2083;26.0;19.00;3.87;3.61;0.04;0.51;0.67;25.89;17.18;11.56;3.95;20.28;27.54;56.00;0.75;2343.0;2063.0;3024.0;-645.0;7015.0;1298.0;2867.0;43.71;6911.746939865795;-1.976;18162.179618180067;0.8122695273214885;0.26129383548254237;0.639114319910519;0.7487953308222329;34.522398686705365;17.18;11.56;11.38;15.52;
36418;9910;938;544;764;6222;180;136;4540.0;44.53;6.94;2.92;7.55;1.13;1.58;12.91;30.85;9.35;7.33;45.45;3.17;55.78;1.76;351.0;136.0;3012.0;-813.0;3158.0;2073.0;3591.0;7631.74;12978.525506478038;-20.644;34099.15471981607;1.4401091405184177;0.16291674106872192;1.4104414163807582;1.7608791103220267;17.215263373985398;30.85;9.35;.75;1.01;
38724;8800;1577;335;541;5253;243;184;4429.0;47.35;6.16;4.91;7.37;0.69;1.12;10.9;27.39;15.71;8.89;47.25;3.25;48.78;1.25;325.0;183.0;2634.0;-693.0;2798.0;1998.0;3782.0;7445.15;12845.06210414756;-20.866;33420.997960066976;1.4596983879355176;0.1876192086234255;0.8687095008260873;1.248511615036001;14.534021150109213;27.39;15.71;1.01;1.37;
39351;7130;1447;197;356;8704;177;134;4545.0;48.12;4.99;4.50;7.56;0.41;0.74;18.06;22.19;14.41;9.60;47.76;2.24;51.83;0.82;219.0;132.0;2799.0;-646.0;2751.0;1886.0;3761.0;7640.14;11912.660548099155;-21.107;32622.83450726686;1.5;0.18991569841544625;0.5119135027603837;0.820630736502816;24.083533382375;22.19;14.41;.73;1;
16295;10487;1357;400;572;3682;483;366;4007.0;19.93;7.34;4.22;6.67;0.83;1.19;7.64;32.64;13.52;7.19;20.69;5.77;50.99;1.32;546.0;363.0;2754.0;-473.0;3557.0;1693.0;3635.0;6735.76;10076.339188472755;-5.950;29816.098496368242;0.7520906393309955;0.1652245111081537;1.0375624695854717;1.3200432457507658;10.187899708590013;32.64;13.52;2;2.73;
5960;3972;1146;44;506;14886;2729;2069;58.0;7.29;2.78;3.57;0.10;0.09;1.05;30.89;12.37;11.42;5.13;8.66;26.85;56.65;1.17;2253.0;2050.0;3059.0;-90.0;7602.0;985.0;2867.0;97.5;4412.249112528304;5.265;16023.368164152447;0.4619765494137353;0.27250816161945207;0.11520388283193639;1.1671393230038143;41.19031130547649;12.37;11.42;11.31;15.42;
38634;12869;1094;1378;66;901;115;87;4654.0;47.24;9.01;3.40;7.74;2.86;0.14;1.87;40.06;10.89;6.61;48.84;4.70;52.57;0.15;613.0;87.0;2839.0;-911.0;2715.0;2342.0;3662.0;7823.37;15168.107488085881;-22.924;36494.55690634033;1.4857984994640945;0.14891131878373415;3.5745676386300866;0.15288727263814836;2.4938928842430923;40.06;10.89;.48;.65;
17137;8702;991;687;429;7973;432;327;4097.0;20.96;6.10;3.08;6.82;1.43;0.89;16.55;27.09;9.87;7.40;21.67;6.01;55.92;0.99;612.0;325.0;3020.0;-482.0;3763.0;1589.0;3531.0;6887.05;9054.998256103167;-6.394;29036.562988932666;0.805709534368071;0.17099815198197205;1.7825633161732481;0.9895123622233999;22.060934452823762;27.09;9.87;1.79;2.44;
7638;3725;1749;249;287;12375;2747;2083;26.0;9.34;2.61;5.45;0.04;0.52;0.6;25.68;11.6;17.43;6.40;9.98;27.55;48.74;0.66;2344.0;2063.0;2632.0;-80.0;7169.0;968.0;3062.0;43.71;4654.854268251348;5.315;15924.286946565617;0.5172087148721188;0.2957227300158916;0.6469807778172822;0.6627980158135273;34.24240224797139;11.6;17.43;11.38;15.52;
6626;5804;1041;317;668;12208;2465;1868;523.0;8.10;4.06;3.24;0.87;0.66;1.39;25.34;18.07;10.37;4.44;9.61;24.96;56.36;1.54;2138.0;1853.0;3044.0;-194.0;7260.0;1148.0;2915.0;879.16;5570.485989866786;3.902;18310.26640365;0.4638494552657643;0.2495494244949739;0.8234582237166249;1.539765035866043;33.78027650111405;18.07;10.37;10.22;13.92;
38760;2584;1368;75;114;16265;2138;1621;1097.0;47.40;1.81;4.26;1.82;0.16;0.24;33.75;8.05;13.63;6.38;46.62;21.14;55.06;0.26;1780.0;1606.0;2973.0;-798.0;5676.0;1521.0;3125.0;1844.06;9160.330733248644;-17.452;22454.04796827768;1.6429014259144452;0.2682990180929035;0.19567632479355188;0.2624071024188345;45.00485975068756;8.05;13.63;8.86;12.08;
36901;8769;1145;64;1255;6932;2674;2027;155.0;45.12;6.14;3.56;0.26;0.13;2.6;14.38;27.3;11.4;2.53;47.09;26.35;53.30;2.89;2214.0;2009.0;2878.0;-1145.0;6698.0;1982.0;2884.0;260.55;12420.426376082947;-18.023;24404.31349680264;1.6540000000000001;0.25426674760384316;0.16504882241393926;2.8927992706976027;19.17995759035325;27.3;11.4;11.08;15.1;
15618;8110;1331;557;813;6975;147;112;4597.0;19.10;5.68;4.14;7.65;1.16;1.69;14.48;25.25;13.26;9.26;19.37;2.88;50.86;1.88;330.0;111.0;2746.0;-301.0;3385.0;1494.0;3731.0;7727.55;8525.744073205691;-4.650;29588.78338900194;0.7540163286805374;0.1857991851206165;1.444455102026568;1.8755564771583977;19.300001553142845;25.25;13.26;.61;.83;
16394;2711;1380;36;973;15196;2573;1951;332.0;20.05;1.90;4.30;0.55;0.08;2.02;31.54;8.44;13.75;5.92;20.14;25.29;52.60;2.24;2122.0;1933.0;2840.0;-483.0;7000.0;1083.0;2994.0;558.09;5460.531759495223;-1.047;17436.90288258514;0.8398324202384789;0.29518220648386395;0.0942271711023315;2.243953722020482;42.04837623991987;8.44;13.75;10.66;14.54;
41633;13638;1227;356;177;17;143;108;4605.0;50.91;9.55;3.82;7.66;0.74;0.37;0.03;42.45;12.23;6.46;52.56;2.31;53.11;0.41;250.0;107.0;2868.0;-948.0;2426.0;2455.0;3698.0;7741.0;16162.40460669948;-25.717;37216.11551582319;1.5671800318640468;0.13012165032714956;0.9242771698983039;0.4082473944305887;0.046068802945980626;42.45;12.23;.59;.8;
40460;251;1361;13;323;19650;2373;1799;684.0;49.48;0.18;4.24;1.14;0.03;0.67;40.78;0.78;13.56;6.91;48.31;23.26;55.35;0.75;1948.0;1782.0;2989.0;-764.0;6184.0;1372.0;3050.0;1149.8;8213.642485096132;-17.455;20672.56371459464;1.7496831432192648;0.2970501812502915;0.033911369926016816;0.7451462269672682;54.37239509696369;0.78;13.56;9.83;13.4;
19985;8115;1140;585;844;7823;177;134;4545.0;24.44;5.68;3.55;7.56;1.21;1.75;16.23;25.26;11.36;8.68;24.81;3.25;53.22;1.95;365.0;132.0;2874.0;-460.0;3428.0;1592.0;3659.0;7640.14;9209.835195697193;-7.990;30201.0091548649;0.8980960042906945;0.18233651397050607;1.5173474335363506;1.9460234563878667;21.645739225375277;25.26;11.36;.73;1;
10768;2201;1579;427;253;15337;2711;2055;90.0;13.17;1.54;4.92;0.15;0.89;0.53;31.83;6.85;15.73;6.61;13.37;27.65;51.00;0.58;2381.0;2036.0;2754.0;-225.0;7136.0;920.0;3017.0;151.29;4270.917579668206;3.501;15587.72300460222;0.63936;0.3067974745196911;1.1065374706075188;0.5843025270656012;42.43797766032316;6.85;15.73;11.23;15.31;
9490;12040;1133;44;506;2848;2717;2060;79.0;11.60;8.43;3.53;0.13;0.09;1.05;5.91;37.48;11.29;1.87;15.37;26.73;54.73;1.17;2243.0;2041.0;2955.0;-672.0;6897.0;1691.0;2866.0;132.8;9827.512035020494;-0.479;21495.519019129242;0.5777479892761394;0.20975870008652067;0.11520388283193639;1.1667986073614653;7.881673302877754;37.48;11.29;11.26;15.35;
35944;4236;1738;319;224;11658;2344;1777;735.0;43.95;2.97;5.41;1.22;0.66;0.47;24.19;13.19;17.31;5.98;43.39;23.78;48.74;0.52;2040.0;1760.0;2632.0;-801.0;5806.0;1575.0;3183.0;1235.53;9670.966437232893;-15.082;22226.044074194004;1.5047241694605304;0.2803341408210776;0.8282350991766729;0.5175167264036314;32.25937894601363;13.19;17.31;9.71;13.24;
9765;3796;1749;340;24;12441;2747;2083;26.0;11.94;2.66;5.45;0.04;0.71;0.05;25.82;11.82;17.43;6.20;12.42;27.78;49.20;0.06;2379.0;2063.0;2657.0;-215.0;6948.0;1016.0;3063.0;43.71;5051.460117155269;3.735;16148.892795469537;0.5879381117777077;0.291856590038271;0.8832368772690208;0.055066920115722756;34.426119202646795;11.82;17.43;11.38;15.52;
5032;2367;1654;44;506;14859;2729;2069;58.0;6.15;1.66;5.15;0.10;0.09;1.05;30.84;7.37;16.47;7.22;6.90;26.85;50.33;1.17;2253.0;2050.0;2718.0;144.0;7494.0;814.0;3036.0;97.5;3408.5865973896152;7.464;14909.705649013757;0.4492523067133313;0.30836705717849916;0.11520388283193639;1.1671393230038143;41.115221898090006;7.37;16.47;11.31;15.42;
20107;2823;1803;210;355;13446;2355;1785;716.0;24.59;1.98;5.61;1.19;0.43;0.74;27.9;8.79;17.96;7.07;23.95;23.60;48.19;0.82;2007.0;1769.0;2602.0;-475.0;6151.0;1144.0;3202.0;1203.6;6198.73198693792;-3.308;18635.339589746298;0.9405700424499696;0.2943896800840158;0.543649622816551;0.8195002964527225;37.20527496755767;8.79;17.96;9.76;13.3;
37664;7745;1644;223;685;6483;1386;1051;2419.0;46.06;5.42;5.12;4.02;0.46;1.42;13.45;24.11;16.37;6.36;45.82;14.15;48.08;1.58;1219.0;1041.0;2596.0;-817.0;4468.0;1891.0;3450.0;4066.34;12049.070006178765;-18.568;28411.01803857187;1.4773499433748585;0.22631816454326786;0.5772015753328826;1.580634472649467;17.93914037045347;24.11;16.37;5.74;7.83;
10241;7099;1215;316;293;9807;2046;1551;1259.0;12.52;4.97;3.78;2.09;0.66;0.61;20.35;22.1;12.11;4.79;13.52;20.86;54.76;0.68;1795.0;1537.0;2957.0;-373.0;6130.0;1313.0;3103.0;2116.38;6994.0705484971395;0.608;20950.6375484074;0.5712948517940718;0.22366409680402993;0.8196560378713086;0.6767743971091046;27.13606157301328;22.1;12.11;8.48;11.56;
41021;4411;1454;44;535;12724;2678;2030;148.0;50.16;3.09;4.52;0.25;0.09;1.11;26.41;13.73;14.48;4.68;50.28;26.35;52.37;1.23;2211.0;2012.0;2828.0;-964.0;6433.0;1706.0;2985.0;248.79;10553.600452344637;-18.954;22078.524928902796;1.775767366720517;0.28181041942923524;0.11520388283193639;1.2342481735439823;35.208608384716364;13.73;14.48;11.1;15.13;
10067;9488;1147;42;110;7009;2719;2062;75.0;12.31;6.65;3.57;0.12;0.09;0.23;14.55;29.54;11.42;2.58;14.96;26.74;56.31;0.25;2243.0;2043.0;3041.0;-591.0;6849.0;1501.0;2871.0;126.07;8388.332597332952;-0.022;19812.503784777964;0.5872112487445598;0.21901673712893865;0.10977163755829075;0.2540963613245423;19.393809815327643;29.54;11.42;11.27;15.36;
41093;3076;1756;94;809;12951;2543;1928;385.0;50.25;2.15;5.47;0.64;0.2;1.68;26.88;9.58;17.49;6.08;49.50;25.15;47.80;1.87;2119.0;1911.0;2581.0;-839.0;6269.0;1586.0;3126.0;647.18;9832.897466354092;-17.888;21856.84289523849;1.7212759368225456;0.3037336047925337;0.2438845354821067;1.8656556573601735;35.83527766421903;9.58;17.49;10.54;14.37;
40454;1118;1781;84;203;16385;2737;2075;44.0;49.47;0.78;5.54;0.07;0.17;0.42;34.0;3.48;17.74;6.66;48.41;27.02;49.69;0.47;2273.0;2056.0;2683.0;-784.0;6391.0;1418.0;3075.0;73.96;8662.079820130712;-16.732;19665.273583431786;1.7323057565272098;0.3155537134845331;0.21752763989038687;0.46831519521255494;45.33764328113585;3.48;17.74;11.34;15.46;
16295;10730;1316;400;922;3162;2148;1628;1080.0;19.93;7.52;4.10;1.80;0.83;1.91;6.56;33.4;13.11;3.12;21.79;22.07;50.50;2.13;1909.0;1614.0;2727.0;-762.0;6047.0;1715.0;3105.0;1815.48;10213.975691260888;-4.467;24006.640790469057;0.776496259351621;0.21573102239273467;1.0375624695854717;2.126951334789195;8.749301994271525;33.4;13.11;8.9;12.13;
39475;6362;1461;185;373;9784;417;316;4123.0;48.27;4.46;4.55;6.86;0.38;0.77;20.31;19.8;14.55;9.29;47.73;4.56;51.83;0.86;410.0;314.0;2799.0;-655.0;3124.0;1828.0;3691.0;6930.76;11473.10812328617;-20.647;31285.105534429942;1.5168927906358074;0.20260221160896402;0.4798212418386018;0.859093321357379;27.074034890909704;19.8;14.55;1.73;2.35;
24317;6318;955;74;1145;11617;1184;898;2774.0;29.74;4.43;2.97;4.61;0.15;2.38;24.11;19.67;9.51;6.27;29.96;11.79;56.73;2.64;998.0;890.0;3063.0;-670.0;4963.0;1547.0;3286.0;4663.09;8804.13570428188;-9.938;26114.760690581374;1.0731635071090049;0.21190119439791685;0.19238969859026755;2.63971596462989;32.14599840575705;19.67;9.51;4.91;6.69;
